மற்றும்	y
தொழிலாளர்	parto
விலங்குகள்	animales
மறு	decadencia
மறு	denegar
மறு	declive
மறு	negar
மறு	niegue
மறு	declinación
மறு	rechazar
மறு	negado
மறு	rechazo
மறு	niegan
மறு	declinar
மறு	descenso
மறு	disminución
முடிவுகள்	resultados
மனிதன்	humana
மனிதன்	humanos
மனிதன்	humanas
மனிதன்	humano
மனிதன்	hombre
மாணவர்	estudiantes
மாணவர்	alumno
மாணவர்	estudiante
மாணவர்	alumna
பேசும்	hablando
குறிப்பிடுகிறது	especifica
நோக்கம்	objetivo
நோக்கம்	objetivas
நோக்கம்	misión
நோக்கம்	objetiva
நோக்கம்	mision
கடந்து	pasó
கடந்து	pasando
உருவாக்கி	promotor
உருவாக்கி	compositora
உருவாக்கி	desarrollador
உருவாக்கி	compositor
உருவாக்கி	creador
உருவாக்கி	generador
உருவாக்கி	revelador
உருவாக்கி	desarrolladores
உருவாக்கி	creadora
உருவாக்கி	generadores
ஒத்த	similares
ஒத்த	parecidos
ஒத்த	parecido
பச்சை	verdes
பச்சை	verde
அலகு	unidad
உள்நாட்டு	doméstica
உள்நாட்டு	domésticas
உள்நாட்டு	doméstico
உள்நாட்டு	domésticos
நகராட்சி	municipio
நகராட்சி	municipalidad
உறவு	parentesco
உறவு	relaciones
உறவு	relación
உறவு	relacion
நூலகம்	biblioteca
நூலகம்	bibliotecas
சண்டை	luchar
சண்டை	lucha
சண்டை	peleas
சண்டை	pelea
சண்டை	combate
சண்டை	combates
சண்டை	batalla
சண்டை	batallas
சண்டை	luchando
நிறம்	color
விமானம்	avión
விமானம்	aeronave
விமானம்	aeronaves
விமானம்	aviones
விமானம்	aeroplano
விமானம்	vuelo
விமானம்	avion
பதில்	contesta
பதில்	contestar
பதில்	responder
பதில்	contestación
பதில்	respuesta
திருவிழா	carnaval
திருவிழா	carnavales
திருவிழா	festivales
நான்காம்	cuarto
நான்காம்	cuarta
வெளியிடப்பட்ட	publicada
வெளியிடப்பட்ட	publicados
வெளியிடப்பட்ட	publicado
வெளியிடப்பட்ட	publicadas
கூடாது	no
காலை	mañana
காலை	mañanas
சமூகம்	sociedad
சமூகம்	sociales
சமூகம்	comunidad
புற்றுநோய்	cáncer
மெய்யியல்	devoción
மெய்யியல்	secularismo
மெய்யியல்	filosofía
மெய்யியல்	dedicación
நாட்களில்	dias
நாட்களில்	días
நாட்களில்	jornadas
பயணிகள்	pasajeros
அறுவை	cirugías
அறுவை	cirugía
இணை	conectar
இணை	conecta
இணை	únete
இணை	conectarse
இணை	unir
இணை	asociada
இணை	asociar
இணை	asociado
இணை	unirse
அழுத்தம்	hincapié
அழுத்தம்	presión
அழுத்தம்	empuje
அழுத்தம்	énfasis
அழுத்தம்	compresión
அழுத்தம்	presiones
அழுத்தம்	presion
கல்லூரிகள்	colegios
கல்லூரிகள்	universidades
மன்றம்	consejo
மன்றம்	foros
மன்றம்	foro
மன்றம்	concejo
மன்றம்	garrote
மன்றம்	concilio
மன்றம்	discoteca
இஸ்லாமிய	islámica
இஸ்லாமிய	islámicas
இஸ்லாமிய	islámicos
இஸ்லாமிய	islámico
உண்மை	verdadero
உண்மை	verdadera
உண்மை	cierto
உண்மை	realidad
உண்மை	hecho
உண்மை	verdad
அவனது	sus
அவனது	su
இத்தாலிய	italiano
இத்தாலிய	italianos
இத்தாலிய	italiana
இனங்கள்	razas
இனங்கள்	especie
இனங்கள்	especies
தலைவன்	jefa
தலைவன்	jefe
நின்று	parados
நடக்கும்	sucede
நடக்கும்	ocurre
நடக்கும்	pasa
டைம்ஸ்	veces
டைம்ஸ்	épocas
டைம்ஸ்	tiempos
பிரிட்டிஷ்	británicos
பிரிட்டிஷ்	británico
பிரிட்டிஷ்	británica
நிகழ்ச்சிகள்	acontecimientos
நிகழ்ச்சிகள்	eventos
புதிதாக	frescos
புதிதாக	nuevas
புதிதாக	nueva
புதிதாக	frescas
புதிதாக	fresco
புதிதாக	recién
புதிதாக	recien
புதிதாக	nuevo
புதிதாக	fresca
புதிதாக	novedades
புதிதாக	novedad
புதிதாக	nuevos
வரைபடம்	plano
வரைபடம்	mapa
வரைபடம்	mapas
வரைபடம்	gráfica
வரைபடம்	gráfico
தாவரங்கள்	plantas
தாவரங்கள்	planta
தண்ணீர்	agua
விளையாட்டுகள்	deportes
விளையாட்டுகள்	deporte
விளையாட்டுகள்	juegos
விளையாட்டுகள்	deportivo
கட்டப்பட்டது	construido
கட்டப்பட்டது	construida
கட்டப்பட்டது	construidos
உள்	locales
உள்	interior
உள்	interno
உள்	interna
மொழிபெயர்ப்பு	traducciones
மொழிபெயர்ப்பு	traducción
மொழிபெயர்ப்பு	traduce
மொழிபெயர்ப்பு	traducir
மொழிபெயர்ப்பு	traduzca
விளையாட்டுக்கள்	deportes
விளையாட்டுக்கள்	deporte
விளையாட்டுக்கள்	juegos
விளையாட்டுக்கள்	deportivo
நிமிடங்கள்	minutos
நிமிடங்கள்	actas
கருப்பு	negros
கருப்பு	negra
கருப்பு	negras
கருப்பு	negro
குறுகிய	cortos
குறுகிய	corto
குறுகிய	breve
குறுகிய	corta
தொடங்கப்பட்டது	comenzado
தொடங்கப்பட்டது	iniciado
தொடங்கப்பட்டது	iniciada
தொடங்கப்பட்டது	comenzó
நம்	nuestros
நம்	nuestras
நம்	nuestro
நம்	nuestra
அரசர்கள்	reyes
பொருளியல்	económicas
பொருளியல்	económico
பொருளியல்	economía
நிறைய	lotes
நிறைய	montones
நிறைய	lote
கொடி	bandera
எப்போதும்	siempre
எழுத்துக்கள்	caracteres
எழுத்துக்கள்	personajes
எழுத்துக்கள்	cartas
எழுத்துக்கள்	letras
எழுத்துக்கள்	alfabeto
சுருக்கம்	sumario
சுருக்கம்	recapitulación
சுருக்கம்	resumen
சுருக்கம்	síntesis
அரசாங்கம்	gobierno
மாறி	variables
பாதை	sendero
பாதை	surco
பாதை	camino
வென்று	gano
வென்று	ganó
வென்று	gané
வென்று	ganados
வென்று	ganado
சரியாக	exactamente
சரியாக	exacto
மாகாண	provinciales
நாடகம்	dramático
நாடகம்	dramática
ஓவியம்	pintando
ஓவியம்	pintura
ஓவியம்	cuadro
ஓவியம்	pintar
இறந்த	muerto
இறந்த	muertos
இறந்த	muerta
உள்ளே	dentro
உள்ளே	adentro
கூட்டணி	alianza
அதிகாரப்பூர்வ	oficial
அதிகாரப்பூர்வ	funcionario
அதிகாரப்பூர்வ	funcionaria
செலவு	gastar
செலவு	gastados
செலவு	gastado
சுழற்சி	rotación
