من	출신
الانتقال	움직임
الانتقال	이사
الانتقال	전이
شراء	구매
شراء	구입
شراء	구매하기
شراء	사기
الاول	우선
الاول	처음
الاول	퍼스트
الاول	먼저
اجل	예스
وحيد	외로운
وحيد	외로움
وحيد	외로워
وحيد	혼자
وحيد	홀로
يسوع	예수
ضابط	책임자
ضابط	경관
ضابط	장교
ضابط	경찰관
جملة	어구
جملة	도매
جملة	일괄
جملة	벌크
جملة	문장
جملة	대량
جملة	구문
شاشة	스크린
شاشة	화면
الممثلة	여배우
الممثلة	배우
المباريات	일치
المباريات	일치하는
المباريات	게임
المباريات	성냥
فيتنام	베트남
دوائر	서클
يهودي	유대인
يهودي	유대교
المخابرات	지능
كرواتيا	크로아티아인
كرواتيا	크로아티아
جيم	다짐
بنات	걸스
بنات	소녀
بنات	소녀들
لبناني	레바논
نبراسكا	네브래스카
نبراسكا	네브라스카
تفاصيل	자세히
تفاصيل	상세
تفاصيل	세부사항
الفردية	개성
الفردية	개인
الفردية	개별
الصوديوم	나트륨
محرر	편집자
محرر	편집기
محرر	에디터
الاتجاه	목적지는
الاتجاه	경향
الاتجاه	방향
الاتجاه	목적지
الاتجاه	트렌드
الاتجاه	추세
الشهرة	명성
الشهرة	페임
الرشيد	합리적
الرشيد	라시드
كهربائية	전기
شرطة	경찰관
شرطة	경찰
الرئاسة	대통령
فلسطينية	팔레스타인인
فلسطينية	팔레스타인
ثابتة	꾸준히
سحب	철수
سحب	구름
سحب	금단
بيتا	베타
امتداد	확대
امتداد	연장
امتداد	확장
امتداد	확장자
القادة	리더
القادة	지도자
القادة	지휘관
التحقيق	수사
التحقيق	문의
التحقيق	조사
السنين	수년
الضباط	장교
المستقلة	독립
المستقلة	독립적
ماي	메이
التدخل	간섭
التدخل	개입
الرسائل	메시지
الرسائل	글자
الرسائل	편지
سلوك	동작
سلوك	태도
سلوك	행위
سلوك	행동
طائر	조류
ضباط	장교
توجيه	오리엔테이션
توجيه	방향
توجيه	지시
توجيه	지향
توجيه	복음
الغرض	목적
مغني	싱어
مغني	가수
الوصف	설명
الوصف	묘사
بخصوص	대략
بخصوص	소개
ماساتشوستس	매사추세츠
داء	질병
داء	질환
القنوات	채널
ماليزيا	말레이시아
ماليزيا	말레이시아어
تمثال	조각상
تمثال	여신상
تمثال	동상
تمثال	조각
القارات	대륙
سانتا	산타
تحالف	동맹
تحالف	얼라이언스
درب	흔적
درب	트레일
الخشب	목재
الخشب	나무
الخشب	우드
دوق	듀크
دوق	공작
حامد	하미드
الخ	등등
الكلاسيكية	고전
الكلاسيكية	클래식
الكلاسيكية	고전주의
مهندس	기술자
مهندس	엔지니어
مهندس	공학자
خسر	로스트
خسر	분실
خسر	잃어버린
دعوة	초대
دعوة	초청
دائم	영구
دائم	영구적
بوينغ	보잉
الكيميائي	화학자
محدودة	제한된
محدودة	한정
بسيط	간단한
بسيط	간단하다
بسيط	단순한
بسيط	단순
بسيط	심플
بسيط	간단
مغربي	모로코
البوسنة	보스니아어
البوسنة	보스니아인
البوسنة	보스니아
تحكم	컨트롤
تحكم	제어
تحكم	통제
تحكم	제어하기
هارفارد	하버드
كانساس	캔자스
ديزني	디즈니
الدوائر	챔버스
الدوائر	서클
الصلب	제철
الصلب	스틸
الصلب	강철
فيينا	비엔나
فضاء	공간
فضاء	스페이스
فضاء	우주
الجسيمات	입자
بوكس	상자
بوكس	박스
بوكس	엑스박스
دمج	통합
دمج	합병
دمج	병합
دمج	합치기
شاهد	증언
شاهد	시계
شاهد	목격자
شاهد	증인
صديق	친구
السبت	토요일
قابل	만나
المراحل	단계
الوجود	존재
صفر	제로
بلغاريا	불가리아
دورات	사이클
الحلفاء	연합군
الحلفاء	연합국
قبرص	키프로스
مغربية	모로코
الجاذبية	중력
انتقال	움직임
انتقال	이사
انتقال	전이
جنيه	파운드
هتلر	히틀러
تدفق	플로
تدفق	플로우
تدفق	흐름
المركبة	차량
خوسيه	조제
النسبة	비율
النسبة	비례
الفرصة	기회
بطاقة	카드
الملف	파일
قررت	결심
اهتمام	흥미
اهتمام	관심
اهتمام	관심사
اهتمام	주의
اهتمام	시선
اهتمام	이자
روك	바위
البحار	세일러
العامل	노동자
العامل	인자
العامل	요인
العامل	팩터
العامل	근로자
الزعيم	과장
الزعيم	보스
الزعيم	치프
الزعيم	사장님
التفسير	해석
التفسير	설명
بالفرنسية	프렌치
بالفرنسية	프랑스
بالفرنسية	프랑스어
بالفرنسية	프랑스인
موجة	물결
موجة	웨이브
موجة	파동
موجة	파도
القبيلة	부족
حماس	하마스
الحكيم	현명한
الحكيم	지혜로운
الحكيم	지혜
تدريس	교육
تدريس	가정교사
تدريس	가르침
تدريس	교사
المتخصصة	전문가
الفلسطينيين	팔레스타인인
سرية	시크릿
سرية	비밀
الباحث	연구자
الباحث	선지자
الباحث	학자
الباحث	연구원
المعاصرة	현대
مركبة	합성
مركبة	차량
مركبة	컴포지트
مفتوحة	열기
مفتوحة	오픈
سريع	빨라
سريع	빠르다
سريع	빠른
سريع	빠름
شمالي	노스
شمالي	북부
شمالي	북쪽
قريب	근처
قريب	닫아
قريب	닫기
قريب	닫습니다
الصيغة	포뮬러
الصيغة	공식
صناديق	상자
صناديق	박스
الكونغو	콩고
النور	라이트
النور	가벼움
النور	가볍게
النور	가벼운
غياب	결석
غياب	부재
يهودية	유대인
يهودية	유대교
محور	허브
مقابلة	면접
مقابلة	인터뷰
فردية	개인
فردية	개별
مشابهة	유사한
مشابهة	유사
مشابهة	비슷한
مشابهة	비슷함
الخروج	출구
الخروج	나가기
الخروج	종료
الخروج	끝내기
كولورادو	콜로라도
الصومال	소말리아
المنازل	주택
طائفة	컬트
طائفة	숭배
جونز	존스
مهام	태스크
مهام	할당
مهام	작업
المتوقع	예상
مستقل	독립
مستقل	독립적
مستقل	프리랜서
الخميس	목요일
فرانسيسكو	프란시스코
نظريات	이론
فلسطينيون	팔레스타인인
البكالوريوس	총각
البكالوريوس	학사
مغنية	싱어
مغنية	가수
مغنية	디바
الجماعات	그룹
خروج	출구
خروج	나가기
خروج	종료
خروج	끝내기
الرابط	링크
الاتحادية	연방
الرؤية	시각
الرؤية	시력
الرؤية	비전
العادة	습관
العادة	버릇
الحروف	글자
الحروف	편지
مدنية	시민
مدنية	민간
مدنية	민간인
ضم	합병
ضم	병합
ستار	항성
شعبة	디비전
شعبة	사단
سياسات	정책
الموافقة	승낙
الموافقة	동의
الموافقة	승인
هزم	패배
النسخ	복사
النسخ	사본
النسخ	복사본
متطلبات	요구사항
تبادل	교환
تبادل	스왑
تبادل	바꾸기
صفة	속성
ترشيح	필터링
اقترح	제안
الاعتماد	의존성
الاعتماد	종속
الاعتماد	의존
عالمي	글로벌
عالمي	전역
دفاع	방위
دفاع	방어
دفاع	국방
دفاع	디펜스
تقليل	최소화하기
تقليل	최소화
تقليل	축소
التعرض	노출
فيرجينيا	버지니아
سيدة	레이디
سيدة	아줌마
سيدة	숙녀
هندية	인도
هندية	인도인
هندية	힌디어
هندية	인디언
مغامرات	어드벤처
مغامرات	모험
الفرس	페르시아인
اليهودي	유대인
القمة	회담
القمة	정상회담
القمة	정상회의
القمة	피크
القمة	인기
كلام	음성
كلام	연설
هجمات	공격
نابليون	나폴레옹
الحصار	포위전
الحصار	봉쇄
خطاب	편지
خطاب	음성
خطاب	연설
الروابط	링크
انقلاب	쿠데타
الدفع	지불
الدفع	결제
الدفع	송금
زيت	오일
زيت	석유
زيت	기름
مكون	재료
مكون	컴포넌트
مكون	구성요소
الرجاء	부탁합니다
متخصصة	전문가
متخصصة	전문
رواد	개척자
رواد	선구자
مواسم	시즌
مواسم	계절
الضرائب	세금
الضرائب	납세
تركيز	집중
تركيز	농도
تركيز	초점
تركيز	집중하기
تركيز	포커스
التطوير	발달
التطوير	개발
كويتي	쿠웨이트
الرد	반응
الرد	답장
الرد	답글
الرد	응답
الرد	대응
الرد	답변
انتخب	선출
تسعة	아홉
صواريخ	미사일
صواريخ	로켓
زوج	남편
مالي	재무
مالي	금융
القانوني	합법적인
القانوني	법률
الوثائق	문서
الوثائق	설명서
حادثة	사고
حادثة	교통사고
التجمع	랠리
التجمع	수집
التجمع	모임
التجمع	집회
النحاس	구리
النحاس	브라스
جنوبي	사우스
جنوبي	남방
جنوبي	남부
جنوبي	남쪽
مسيرة	행진
مسيرة	행진곡
يتجاوز	초과
دالة	함수
الثوار	반군
الثوار	반란군
هام	중요하다
هام	중요
التغذية	영양실조
التغذية	영양
المعارف	지식
المعارف	지식인
نينتندو	닌텐도
المقاعد	자리
المقاعد	좌석
قلة	몇몇
تخطيط	기획
تخطيط	레이아웃
تخطيط	계획
تخطيط	배치
تخطيط	플래닝
الشاشة	모니터링
الشاشة	스크린
الشاشة	화면
الشاشة	모니터
المحطة	역시
شارل	찰스
شارل	샤를
المعدة	위장
روسي	러시아어
روسي	러시아인
المشرق	밝게
المشرق	밝은
المشرق	밝고
المشرق	밝아
المشرق	오리엔트
قبول	합격
قبول	수락
الثلاثي	삼중
الثلاثي	트리오
الثلاثي	트리플
سر	시크릿
سر	비밀
تمر	지나가다가
تمر	지나가
تمر	지나가는
تمر	지나가다
ملفات	파일
النواة	핵심
النواة	코어
النواة	커널
شريط	테이프
شريط	리본
مماثلة	유사한
مماثلة	유사
مماثلة	비슷한
مماثلة	비슷함
العائلات	가족
سوبر	슈퍼
القتل	살인
القتل	살인사건
القتل	살인죄
معادلة	방정식
الاعتراف	인식
الاعتراف	신앙고백
الاعتراف	고백
عموما	일반적으로
عموما	전체적으로
عموما	전반
عموما	전반적으로
البرمجة	프로그래밍
عائلات	가족
الباردة	감기
الباردة	추위
الباردة	춥다
الباردة	차가운
التاسعة	아홉번째
المعلم	선생님
المعلم	마스터
المعلم	교사
المعلم	스승
المعلم	마스터스
صحية	건강
صحية	건강한
صحية	건강하게
الملابس	옷이
الملابس	의류
الجسر	다리
الجسر	브리지
خسارة	손실
خسارة	상실
المقر	본부
المقر	본사
الفتاة	소녀
الشبكات	네트워크
تخصص	전문
المخدرات	의약품
المخدرات	마약
المخدرات	약물
المخدرات	약품
لبنانية	레바논
اجتماعي	사회적
اجتماعي	사교
اجتماعي	사회
اجتماعي	사회주의
رائعة	화려한
رائعة	이쁜
رائعة	화려하다
البرج	타워
قصور	궁전
الوظيفة	직업
الوظيفة	함수
الوظيفة	욥기
برمجة	프로그래밍
الرئة	허파
شعوب	민족
المجيد	영광스러운
المجيد	영광
يحدد	지정
هلال	초승달
هلال	초승달과
صقلية	시칠리아
الصلبة	고체
الصلبة	단색
الصلبة	입체
الصلبة	솔리드
قارة	대륙
الثنائي	바이너리
الثنائي	듀오
جوية	공중
جوية	항공기
المعاصر	현대
جرائم	범죄
البروتين	단백질
رحلات	항공편
رحلات	비행
نواة	커널
اليوناني	그리스어
اليوناني	그리스
ولادة	탄생
ولادة	출생
ولادة	출산
دعا	초대
الذرة	옥수수
الذرة	아톰
الذرة	원자
مناصب	포지션
مناصب	입장
مناصب	직위
الكبار	성인
الكبار	어른
الرحم	자궁
صاروخ	유도탄
صاروخ	미사일
صاروخ	로켓
التسجيل	등록
التسجيل	녹음
