ve	en
klavye	toetsenbord
cuma	vrijdag
usta	meester
sanal	virtueel
sanal	virtuele
ilham	geïnspireerd
ilham	bezield
ilham	inspireren
ilham	inspirerend
ilham	geïnspireerde
ilham	muze
ilham	inspiratie
kukla	marionetten
kukla	marionet
kukla	poppen
bahar	voorjaar
bahar	kruid
bahar	kruiden
bahar	specerijen
bahar	lente
düzeni	opmaak
düzeni	indeling
düzeni	formatie
düzeni	vorming
sıkı	strakke
sıkı	strak
sıkı	krap
hürriyet	vrijheid
yarısı	helft
yerleşik	opgericht
yerleşik	gevestigd
yerleşik	sedentaire
yerleşik	woonachtig
yerleşik	gevestigde
yerleşik	zittend
yerleşik	inwoner
yerleşik	ingezetene
vatan	land
vatan	moederland
vatan	thuisland
vatan	vaderland
sergi	bewijsstuk
sergi	expositie
sergi	tentoonstelling
faydalı	behulpzaam
faydalı	bruikbaar
faydalı	nuttig
kazan	ketel
kazan	winnen
kazan	verdien
kazan	verdienen
uygulamaları	toepassingen
uygulamaları	praktijken
uygulamaları	applicaties
uygulamaları	aanvragen
korsanlık	piraterij
gri	grijzen
gri	grijs
gri	grijze
yedek	sparen
yedek	spaar
ilaç	farmaceutische
ilaç	geneesmiddelen
ilaç	geneesmiddel
ilaç	farmaceutica
ilaç	farmaceutisch
ilaç	geneeskunde
ilaç	medicijnen
ürünler	producten
ürünler	goederen
ürünler	produkten
olağanüstü	uitstaande
olağanüstü	buitengewone
olağanüstü	buitengewoon
olağanüstü	fenomenale
olağanüstü	uitzonderlijke
olağanüstü	uitzonderlijk
olağanüstü	fenomenaal
olağanüstü	uitmuntend
yaralı	gewond
yaralı	gewonde
yaralı	geblesseerd
yaralı	gewonden
sözcük	woord
gene	nogmaals
gene	alweer
gene	opnieuw
yay	verspreiden
yay	buigen
yay	buiging
yay	voorjaar
yay	buig
yay	boog
yay	boeg
yay	verspreiding
yay	lente
yay	boogschutter
yay	verspreid
geliştirilmiş	versterkt
geliştirilmiş	ontwikkelden
geliştirilmiş	ontwikkeld
geliştirilmiş	verbeterd
geliştirilmiş	ontwikkelde
geliştirilmiş	verbeterde
kardeşler	broertjes
kardeşler	broeders
kardeşler	gebroeders
kardeşler	zusters
kardeşler	broers
kardeşler	zusjes
kardeşler	zussen
evren	heelal
evren	kosmos
evren	universum
ücretsiz	vrij
ücretsiz	gratis
oluşturmak	creëren
oluşturmak	aanmaken
oluşturmak	creëer
oluşturmak	maken
hasar	beschadigde
hasar	beschadigingen
hasar	beschadigd
hasar	schadevergoeding
hasar	beschadiging
hasar	schadevergoedingen
hasar	schade
bisiklet	fiets
bisiklet	fietsen
özellik	functie
özellik	kenmerk
özellik	eigendom
özellik	vastgoed
özellik	eigenschap
organik	organisch
organik	biologisch
organik	organische
fizikçi	natuurkundige
fizikçi	fysicus
deli	zot
deli	krankzinnig
deli	boos
deli	waanzinnig
deli	moeren
deli	gek
deli	noten
bilinmeyen	onbekend
bilinmeyen	onbekende
güreş	worstel
güreş	worstelen
mezar	graf
mezar	graftombe
mezar	graven
mezar	tombe
faaliyetleri	activiteiten
faaliyetleri	activiteit
ok	pijl
av	prooi
av	prooien
av	jagen
av	jacht
koca	echtgenoot
bank	bankje
yayıncılık	publikatie
yayıncılık	publiceren
yayıncılık	publicatie
yayıncılık	uitgeverijen
yayıncılık	uitgeverij
yayıncılık	bekendmaking
kopya	kopie
kopya	kopieer
kopya	gekopieerd
kopya	kopiëren
keşif	ontdekking
keşif	verkenning
keşif	exploratie
keşif	ontdekkingen
keşif	verkennen
keşif	ontdekken
araba	karretje
araba	wagen
araba	auto
araba	kar
tenis	tennissen
müdahale	storing
müdahale	tussenkomst
müdahale	interferentie
müdahale	inmenging
müdahale	interventies
müdahale	interventie
politikacı	politici
politikacı	politica
politikacı	politicus
elbette	zeker
protein	proteïnen
protein	eiwitten
değiştirme	vervanging
değiştirme	verandering
değiştirme	vervangen
değiştirme	veranderingen
değiştirme	veranderen
değiştirme	veranderende
değiştirme	wijzigen
değiştirme	wijziging
değiştirme	vervang
değiştirme	vervanger
kuramı	theorie
soru	vraagje
soru	vraag
soru	vragen
ren	rijn
açıklandı	aangekondigde
açıklandı	aangekondigd
açıklandı	kondigde
yararlı	behulpzaam
yararlı	bruikbaar
yararlı	nuttig
gönderdi	gestuurd
gönderdi	verstuurd
gönderdi	verzonden
değişir	varieert
veli	moedermaatschappij
veli	ouder
saadet	gelukzaligheid
cezası	sanctie
cezası	straffen
cezası	bestraffing
cezası	straf
sayfaları	bladzijden
sudan	soedanese
konum	locatie
konum	lokatie
konum	ligging
konum	positie
akıl	geest
yön	richting
yön	navigeren
tavsiye	aanbevolen
tavsiye	adviezen
tavsiye	aanbeveling
tavsiye	aanbevelen
tavsiye	aanrader
tavsiye	advies
tavsiye	aanraden
tavsiye	aangeraden
örnekler	voorbeelden
örnekler	monsters
örnekler	stalen
yöneticisi	beheerder
yöneticisi	bedrijfsleider
görünüm	uitzicht
görünüm	bekijk
görünüm	vooruitzichten
görünüm	weergave
görünüm	verschijning
görünüm	uiterlijk
görünüm	weergeven
görünüm	bekijken
detaylı	gedetailleerd
detaylı	gedetailleerde
detaylı	details
görünen	verschijnt
görünen	verschijnen
ahşap	hout
ahşap	houtwerk
ahşap	houten
osmanlılar	ottomanen
köşe	zuil
köşe	hoek
köşe	hoekjes
köşe	kolom
köşe	hoeken
köşe	hoekje
motoru	motor
oğulları	zonen
oğulları	zoons
emniyet	veiligheid
perde	sluier
perde	gordijn
perde	gordijnen
vandalizm	vandalisme
yeraltı	onderwereld
yeraltı	ondergronds
yeraltı	ondergrondse
resimler	fotos
resimler	beelden
resimler	schilderijen
resimler	afbeeldingen
resimler	plaatjes
çekilmiş	ingetrokken
çekilmiş	teruggetrokken
çekilmiş	getrokken
teorik	theoretische
teorik	theoretisch
müttefik	bondgenoot
müttefik	bondgenoten
müttefik	geallieerde
müttefik	geallieerden
yakınında	dichtbij
yakınında	nabijgelegen
yüzü	aangezicht
yüzü	gezicht
yüzü	gelaat
gelişim	ontwikkeling
gelişim	voortgang
gelişim	vorderingen
gelişim	vooruitgang
gelişim	verbetering
şiddet	gewelddadige
şiddet	geweld
şiddet	gewelddadig
rica	verzoeken
rica	aanvraag
rica	verzoek
rica	aanvragen
endonezya	indonesische
endonezya	indonesisch
endonezya	indonesië
bulut	wolken
bulut	wolk
bulut	bewolking
çoklu	meervoudige
çoklu	meervoudig
çoklu	meerdere
çoklu	veelvoud
belirtir	specificeren
belirtir	specificeert
sürgün	uitzetting
sürgün	verbannen
sürgün	deportatie
sürgün	uitwijzing
sürgün	verbanning
sürgün	ballingschap
ekmek	brood
yüzlerce	honderden
devamlı	continue
devamlı	continu
devamlı	doorlopend
devamlı	ononderbroken
devamlı	doorlopende
yayınlanmış	gepubliceerde
yayınlanmış	uitgegeven
yayınlanmış	gepubliceerd
yayınlanmış	verschenen
yazları	zomers
personel	personeel
personel	personeelszaken
tehlikeli	gevaarlijk
tehlikeli	gevaarlijke
ortam	sfeer
ortam	omgeving
ortam	middellange
ortam	milieu
ortam	atmosfeer
ortam	middelgroot
ortam	middelgrote
ortam	dampkring
saf	zuiver
saf	puur
saf	naïef
saf	naïeve
saf	zuivere
elemeleri	kwalificatie
elemeleri	kwalificaties
kaza	ongevallen
kaza	ongelukje
kaza	crashen
kaza	toevallige
kaza	ongelukken
kaza	ongeluk
kaza	ongeval
kalıcı	blijvend
kalıcı	hardnekkig
kalıcı	volhardend
kalıcı	blijvende
kalıcı	aanhoudende
kalıcı	permanent
kalıcı	definitief
kalıcı	aanhoudend
kalıcı	permanente
kalıcı	hardnekkige
kimlik	identiteit
kimlik	identificatie
görevleri	taken
görevleri	zoektochten
görevleri	plichten
görevleri	rollen
şube	bijkantoor
şube	tak
şube	filiaal
rap	rappen
isyanı	opstand
isyanı	rebellie
eleştiriler	kritiek
eleştiriler	critici
ikincil	secundaire
ikincil	secundair
duvar	prikbord
duvar	wanden
duvar	wand
duvar	muur
duvar	muren
libya	libische
tuz	zoutoplossing
tuz	zout
açar	opent
ayrılmış	voorbehouden
ayrılmış	gescheiden
ayrılmış	gereserveerde
ayrılmış	gereserveerd
kolombiya	colombia
sayılar	nummers
sayılar	figuren
sayılar	cijfers
sayılar	getallen
sayılar	aantallen
deprem	beving
deprem	aardbevingen
deprem	aardbeving
kullanılmış	gebruikte
kullanılmış	gebruikt
filozof	filosoof
çekim	aantrekking
çekim	schietpartij
çekim	schieten
çekim	filmen
çekim	schiet
çekim	schoten
çekim	attractie
çekim	aantrekkingskracht
kavram	notie
kuvvetler	krachten
köylü	boer
köylü	dorpeling
köylü	boeren
yelken	varen
gönderilen	ingediende
gönderilen	ingezonden
gönderilen	verstuurd
gönderilen	gestuurd
gönderilen	ingediend
gönderilen	verzonden
zemin	verdiepingen
zemin	grond
zemin	vloer
zemin	vloeren
zemin	verdieping
kurgusal	fictie
kurgusal	fictief
kurgusal	fictieve
önder	leider
değerleri	waarden
değerleri	waardes
mektup	brief
mektup	letteren
mektup	brieven
mil	kilometers
mil	kilometerstand
mil	mijlen
mil	mijl
senin	je
senin	uw
senin	jouw
senin	uwe
kamera	fototoestel
albay	kolonel
köln	keulen
uzman	experten
uzman	gespecialiseerd
uzman	deskundige
uzman	deskundigen
yazmaya	schrijven
imha	destructie
imha	vernietigde
imha	vernietiging
imha	verwoest
imha	vernietigd
imha	verwoesting
imha	vernield
imha	uitroeiing
imha	vernieling
muş	eland
donanma	marine
donanma	zeemacht
but	dijbeen
but	dijen
but	dij
metro	metro
değişiklikleri	wijzigingen
değişiklikleri	veranderingen
kaldırıldı	verwijderd
kaldırıldı	verwijderde
istatistik	statistieken
istatistik	statistiek
bütçe	begroting
bütçe	budgetten
baz	basis
konuşulan	gesproken
sibirya	siberische
sibirya	siberië
cok	zeer
ayakta	staand
ayakta	staande
ayakta	poliklinische
örnekleri	voorbeelden
örnekleri	monsters
örnekleri	stalen
atılan	geworpen
atılan	gegooid
cephe	gevel
cephe	voorgevel
cephe	gevels
cephe	voorkant
cephe	voorzijde
cephe	façade
sıkça	regelmatig
sıkça	frequent
sıkça	veelvuldig
sıkça	vaak
sıkça	dikwijls
boks	boxen
boks	boksen
boks	boks
programlama	programmering
programlama	programmeren
tarımsal	landbouw
yaprak	blad
yaprak	blaadjes
yaprak	laken
yaprak	vel
yaprak	blaadje
yaprak	bladeren
ifadesi	getuigenis
ifadesi	uitdrukking
ifadesi	getuigenissen
ifadesi	expressie
kırsal	platteland
sevgili	lieve
sevgili	liefhebber
sevgili	geliefden
sevgili	minnaars
sevgili	minnaar
sevgili	liefhebbers
sevgili	liefste
sevgili	geliefde
sevgili	geliefd
parlamentosu	parlement
tahmini	schatting
tahmini	voorspelling
tahmini	geraamd
tahmini	geschat
tahmini	inschatting
tahmini	raming
tahmini	geschatte
diplomatik	diplomatieke
diplomatik	diplomatiek
üzüm	wijnstokken
üzüm	druiven
üzüm	druif
maksimum	maximale
maksimum	maximaal
hatalı	onnauwkeurig
hatalı	onjuiste
hatalı	onjuist
hatalı	foutief
terfi	bevordering
terfi	promotie
terfi	promoten
elektromanyetik	elektromagnetische
elektromanyetik	elektromagnetisch
analiz	analyses
analiz	analyse
portakal	oranje
portakal	sinaasappels
portakal	sinaasappel
portakal	sinaasappelen
izlanda	ijsland
beste	componeren
gövde	slurf
gövde	romp
gövde	achterbak
gövde	kofferbak
ekran	monitoren
ekran	scherm
ekran	beeldscherm
ekran	weergeven
ekran	weergave
biyolojik	biologische
biyolojik	biologisch
ata	toekennen
ata	toewijzen
karbon	koolstof
biçim	opmaak
biçim	formatteren
biçim	indeling
biçim	stijl
biçim	formulier
biçim	formaat
biçim	vorm
baraj	dammen
baraj	stuwdam
mühendis	ingenieur
mühendis	technicus
kaynaklı	gelast
kaynaklı	gelaste
gen	gen
gen	genen
parçacık	fragment
parçacık	deeltje
parçacık	deeltjes
editör	uitgever
editör	hoofdredacteur
editör	redactionele
editör	bewerker
editör	hoofdartikel
editör	redacteur
editör	redactie
rakibi	tegenstander
rakibi	rivaal
rakibi	concurrent
malta	maltees
moda	mode
moda	kleding
ikamet	verblijfplaats
ikamet	residentiële
ikamet	woonplaats
ikamet	residentie
ikamet	woonachtig
ikamet	inwoner
ikamet	ingezetene
yangın	branden
yangın	brand
yangın	vuren
yangın	vuur
çince	chinees
çince	chinezen
sanatçılar	kunstenaars
sanatçılar	artiesten
napolyon	napoleontische
tıbbi	geneeskrachtige
tıbbi	medische
tıbbi	medisch
çekirdek	kern
op	zoen
op	kusje
op	kussen
op	kus
dışarı	eruit
dışarı	buiten
dışarı	buitenkant
dışarı	uit
kanlı	bloedig
kanlı	bloedige
kanlı	bloederig
sözlük	woordenboeken
sözlük	woordenschat
sözlük	woordenboek
sözlük	glossarium
sözlük	woordenlijst
yolculuk	rit
yolculuk	reizen
yolculuk	reis
saldırıya	aangevallen
havaalanı	luchthaven
havaalanı	vliegveld
katkıları	premies
katkıları	bijdragen
psikolojik	psychologisch
psikolojik	psychologische
alayı	optocht
alayı	processie
kanadalı	canadees
kanadalı	canadese
ilgisi	relevantie
kol	zuil
kol	mouw
kol	kolom
sayısal	numeriek
sayısal	digitaal
sayısal	numerieke
sayısal	computationele
andré	andré
sebze	groente
sebze	groenten
sebze	plantaardig
potansiyel	potentieel
potansiyel	potentiële
potansiyel	potentie
saniye	seconden
teklifi	aanbod
teklifi	bieden
teklifi	aanbieden
teklifi	voorstel
teklifi	aanbieding
direkt	direct
direkt	rechtstreekse
direkt	rechtstreeks
direkt	directe
şekil	vormen
şekil	vorm
kapasitesi	capaciteit
kapasite	capaciteit
kalıntıları	blijft
kalıntıları	restanten
kalıntıları	overblijfselen
eşcinsel	homo
eşcinsel	homoseksueel
eşcinsel	homoseksuele
sevgi	genegenheid
sevgi	liefde
sevgi	affectie
sevgi	liefs
hit	treffers
kolej	hogeschool
kolej	universiteit
alevi	vlam
alevi	vlammen
şehirleri	steden
gösteri	toon
gösteri	expositie
gösteri	demonstratie
gösteri	betoging
gösteri	prestatie
gösteri	weergeven
gösteri	prestaties
gösteri	tentoonstelling
gösteri	tonen
artış	verhogen
artış	verhoging
artış	stijging
artış	vergroten
artış	verhoog
yumuşak	zacht
yumuşak	zachte
yumuşak	soepel
yumuşak	gladde
yumuşak	glad
alfabesi	alfabet
alfabesi	alfabetten
dinsel	religieus
dinsel	religieuze
sıralaması	ranglijst
sıralaması	rangschikking
sıralaması	rangschikken
örgüt	organisatie
kedi	kat
kedi	katten
kedi	poes
kedi	poesje
kedi	katje
çekoslovakya	tsjechoslowaakse
çekoslovakya	tsjechoslowakije
uyarı	waarschuwingen
uyarı	signalering
uyarı	waarschuwing
uyarı	alarm
mühendisi	ingenieur
mühendisi	technicus
çekici	slepen
çekici	aantrekkelijke
çekici	charmant
çekici	charmante
çekici	aantrekkelijk
çekici	hamer
baskın	overheersende
baskın	invallen
baskın	dominante
baskın	inval
hazar	kaspische
aykırı	uitschieters
savaşan	strijdende
egemen	soevereine
egemen	soeverein
nil	nijl
güvenli	beveiligen
güvenli	kluis
güvenli	beveiligd
güvenli	veilig
güvenli	veilige
kuzeybatı	noordwestelijke
kuzeybatı	noordwesten
kuzeybatı	noordwest
konuları	onderwerpen
acil	noodsituatie
acil	urgentie
acil	dringend
acil	spoed
acil	noodgeval
acil	noodgevallen
orkestrası	orkest
subay	officier
subay	agenten
subay	officiers
subay	agent
subay	officieren
konferans	congressen
konferans	lezingen
konferans	preek
konferans	conferenties
konferans	conferentie
konferans	lezing
kömür	houtskool
kömür	kool
kömür	steenkool
kömür	kolen
arkadaşlar	vrienden
tanıtım	bevordering
tanıtım	promoot
tanıtım	promoten
tanıtım	introductie
tanıtım	bevorderen
tanıtım	presentatie
tanıtım	invoering
tanıtım	promotie
tanıtım	inleiding
okyanus	oceaan
eliptik	elliptische
duyurdu	kondigt
duyurdu	aangekondigd
duyurdu	kondigde
duyurdu	aangekondigde
melek	engeltje
melek	engel
rahat	gezellige
rahat	comfortabele
rahat	comfortabel
rahat	ontspannen
rahat	gezellig
ah	auw
ah	au
ihlali	inbreuken
ihlali	schending
ihlali	inbreuk
ihlali	overtreding
ihlali	bres
endüstri	industrieën
endüstri	bedrijfstakken
endüstri	bedrijfstak
endüstri	industriële
endüstri	industrieel
endüstri	industrie
rakip	rivaal
rakip	tegenstander
rakip	concurrentie
rakip	competitie
rakip	rivalen
rakip	concurrenten
rakip	mededinging
rakip	concurrent
protesto	protest
protesto	protesten
protesto	protesteren
değiştirildi	aangepast
değiştirildi	gemodificeerd
değiştirildi	veranderde
değiştirildi	gewijzigd
değiştirildi	veranderd
ini	hol
anahtar	toets
anahtar	sleutel
anahtar	toetsen
anahtar	sleutels
japonca	japanners
japonca	japanse
japonca	japans
seviye	niveaus
seviye	niveau
gönül	hartje
gönül	hart
uluslar	naties
arkeolojik	archeologische
arkeolojik	archeologisch
bayanlar	dames
harf	brief
harf	letteren
harf	brieven
başrol	leidend
başrol	leidende
açılmış	geopend
keman	violist
keman	viool
vakit	tijd
yollar	paden
yollar	wegen
yollar	manieren
hollandalı	nederlanders
hollandalı	hollander
hollandalı	nederlands
hollandalı	nederlander
hollandalı	nederlandse
gündüz	dag
gündüz	dagje
gündüz	overdag
say	graaf
say	telling
say	tel
say	tellen
diş	tand
diş	tandheelkundige
blok	blokken
blok	blokkering
blok	blokkeren
blok	blok
seven	liefdevol
seven	liefdevolle
seven	liefhebbende
şehit	martelaren
şehit	martelaarschap
şehit	martelaar
ilave	aanvullende
ilave	bijkomende
ilave	bijkomend
ilave	optellen
ilave	extra
ilave	aanvullend
ilave	toevoeging
gemileri	schepen
prag	praag
arpa	gerst
hesap	rekening
hesap	rekeningen
hesap	berekenen
hesap	berekeningen
hesap	wiskunde
hesap	berekening
köle	slaaf
köle	slaven
köle	slavin
sekizinci	achtste
havacılık	luchtvaart
havacılık	ruimtevaart
iskoç	schots
iskoç	whisky
iskoç	schotse
iskoç	schotten
firma	onderneming
firma	gezelschap
firma	bedrijf
firma	firma
sundu	aangeboden
sundu	gepresenteerd
sundu	gepresenteerde
alıyor	nemen
maliyeti	kosten
maliyeti	kostprijs
değişken	variabel
değişken	variabelen
değişken	veranderlijk
değişken	variabele
sayfalar	bladzijden
mod	modus
yorumlar	opmerkingen
yorumlar	beoordelingen
yorumlar	recensies
yorumlar	commentaar
yorumlar	reacties
yorumlar	commentaren
kızılderili	indische
kızılderili	indisch
kızılderili	indiase
kızılderili	indiaas
kızılderili	indiaan
yüklü	geïnstalleerde
yüklü	geinstalleerd
yüklü	geïnstalleerd
yüklü	geladen
yüklü	beladen
izleyen	kijken
kayıtları	registraties
kayıtları	logboeken
kayıtları	inschrijvingen
reis	chef
reis	graaf
reis	stamhoofd
reis	opperhoofd
komuta	commando
komuta	opdracht
komuta	bevelvoerend
slovenya	slovenië
sıralama	ranglijst
sıralama	gerangschikt
sıralama	sorteren
sıralama	rangschikken
sıralama	klassement
sıralama	rangschikking
sıralama	rang
gelişmeler	ontwikkelingen
gelişmeler	voorschotten
gelişmeler	verbetering
gelişmeler	verbeteringen
estonya	litouwen
estonya	estland
senato	senaat
kuşlar	vogels
alçak	laag
alçak	lage
alçak	schurk
isveçli	zweed
isveçli	zweeds
isveçli	zweedse
yaralandı	gewond
yaralandı	gewonde
yaralandı	geblesseerd
yaralandı	gewonden
maya	gist
soyadı	familienaam
soyadı	achternaam
heykeli	beeldje
heykeli	standbeeld
fındık	noot
fındık	bobbie
fındık	hazelnoot
fındık	moeren
fındık	hazelnoten
fındık	moer
fındık	noten
avukat	raadsman
avukat	advocate
avukat	raadgever
avukat	advocaat
avukat	jurist
arşivi	archiveren
arşivi	archief
boyut	maat
boyut	afmetingen
boyut	dimensie
boyut	grootte
boyut	afmeting
boyut	formaat
boyut	omvang
islami	islamitisch
islami	islamitische
sayfaya	bladzijde
sayfaya	pagina
önlemek	voorkomen
önlemek	preventie
önlemek	voorkom
önlemek	voorkoming
mahkûm	gedetineerde
mahkûm	gevangene
mahkûm	veroordeelde
gezegen	planeet
şerif	maarschalk
şerif	sherrif
üçlü	drievoudig
üçlü	driedubbel
üçlü	triade
üçlü	drievoudige
üçlü	trio
üçlü	driedubbele
işleme	verwerken
işleme	verwerking
notlar	notities
notlar	cijfers
notlar	toelichting
notlar	noten
notlar	rangen
notlar	aantekeningen
ilkokul	elementair
ilkokul	elementaire
nerede	waar
filme	filmde
filme	gefilmd
inanç	vertrouwen
inanç	overtuiging
inanç	geloof
ekleme	voeg
ekleme	toevoegen
ekleme	invoeging
ekleme	voegt
ekleme	inbrengen
konfederasyon	confederale
konfederasyon	confederatie
konfederasyon	bondsstaat
garip	onhandig
garip	gênant
garip	vreemde
garip	bizar
garip	oneven
garip	vreemd
garip	ongemakkelijk
garip	raar
heyeti	delegeren
heyeti	delegatie
mit	mythes
mit	mythe
mit	mit
kişiliği	persoonlijkheid
uygulamaya	implementeren
çalışmak	werkend
çalışmak	werken
çalışmak	studeren
çalışmak	arbeid
çalışmak	werk
çalışmak	werkende
gitmek	gaan
gitmek	vertrekken
gitmek	weggaan
alay	spotten
alay	sarcasme
alay	plagen
alay	bespot
alay	bespotten
kum	zand
cüce	kabouter
cüce	dwerg
özbekistan	oezbekistan
ham	rauwe
ham	rauw
ham	ruw
ham	ruwe
köylüler	dorpsbewoners
köylüler	dorpelingen
köylüler	boeren
belge	documentatie
ruslar	russen
tapınağı	tempel
elma	appel
elma	appels
elma	appelen
nur	lichte
nur	licht
çıkarıldı	verwijderd
