மற்றும்	그리고
இளமை	젊음
இளமை	청춘
இளமை	청소년
இளமை	청년
படிப்புகள்	코스
படிப்புகள்	강좌
படிப்புகள்	과정
தயாரிப்புகள்	상품
தயாரிப்புகள்	제품
கென்யா	케냐
இளநிலை	총각
உள்துறை	내부
உள்துறை	인테리어
உமர்	오마르
நெல்சன்	넬슨
இலாபம்	이익
நரம்பியல்	긴장감
நரம்பியல்	긴장
சட்டசபை	입법부
பில்லி	빌리
சாத்தியமான	잠재
சாத்தியமான	잠재력
சாத்தியமான	퍼텐셜
சாத்தியமான	잠재적
மாணிக்கம்	루비
அணுகல்	접근
அணுகல்	인증
அணுகல்	액세스
அணுகல்	접속
அணுகல்	접근성
ஸ்டோன்	스톤
ஸ்டோன்	석기
தொகு	편집
தொகு	편집하기
தொகு	수정
போதை	중독증
போதை	중독
எரியும்	불타는
மற்றுமொரு	또다른
உருவாக்கியவர்	제작자
உருவாக்கியவர்	작성자
உருவாக்கியவர்	창조주
ரக்பி	럭비
ஒப்பீடு	비교
பாம்புகள்	뱀과
பாகுபாடு	차별
போராளி	워리어
போராளி	반군
போராளி	반란군
போராளி	전사
வணிகர்	상인
வணிகர்	업체
வணிகர்	판매자
நாளைக்கு	내일
சமஸ்கிருதம்	산스크리트어
இலக்குகள்	목표
கல்யாண	연회장
கல்யாண	연회
தெலுங்கில்	텔루구어
சோறு	라이스
ஆக்ரா	아그라
குக்	요리사
நுகர்வு	소비
சுரங்கம்	광산
சுரங்கம்	마이닝
சுரங்கம்	광업
சுரங்கம்	터널
ரியோ	리오
பற்கள்	치아
பற்கள்	이빨
பாசம்	애정
முடிக்க	완료
முடிக்க	마침
முடிக்க	마무리
முடிக்க	끝내기
பிரான்சிஸ்கோ	프란시스코
கலவரம்	폭동
ஆய்வகம்	연구실
ஆய்வகம்	연구소
ஆய்வகம்	천문대
ஆய்வகம்	실험실
இயக்கு	재생
இயக்கு	플레이
இயக்கு	사용하기
இயக்கு	활성화
இயக்கு	놀기
இயக்கு	연주
ஃபியட்	피아트
விவாதங்கள்	논의
விவாதங்கள்	토론
ஒவ்வாமை	알레르기가
ஒவ்வாமை	알레르기
போலீஸ்	경찰관
போலீஸ்	경찰
கடின	열심히
கடின	어려워
கடின	하드
நிரந்தரமாக	영원히
நிரந்தரமாக	영원
நிரந்தரமாக	영원한
அரேபிய	아라비아
அரேபிய	아라비아어
சாய்வு	기울여
சாய்வு	틸트
சாய்வு	기울기
நாட்டம்	오리엔테이션
நாட்டம்	방향
நாட்டம்	페이드
நாட்டம்	지향
பேரியம்	바륨
உலை	보일러
மேல்நிலை	윗쪽
மேல்நிலை	상위
விஞ்ஞானிகள்	과학자
தீவிரவாதிகள்	테러리스트
வாசகர்	리더
வாசகர்	독자
பிரஸ்	누르기
பிரஸ்	프레스
எரி	점화
எரி	연료
அவுட்	아웃
வைப்பு	예금
வைப்பு	보증금
படுக்கை	침대
உணர்வுகள்	감정
மீட்பு	복구
மீட்பு	회복
மீட்பு	구출
மீட்பு	구조
சொத்துக்கள்	자산
நண்பன்	친구
அகல	넓은
அகல	넓이
அகல	와이드
மார்டின்	마틴
மார்டின்	마르틴
சேக்	셰이크
ஒப்புக்	자백
உரையாடல்கள்	대화
பத்திரிகையாளர்	저널리스트
பத்திரிகையாளர்	기자
பத்திரிகையாளர்	언론인
அனுப்பியது	전송
அனுப்பியது	보냄
கைகள்	무기
மின்னழுத்த	전압
உடைகள்	착용
உடைகள்	옷이
உடைகள்	드레스
குதிரைகள்	말들
வாயுக்கள்	가스
தயாராக	준비
கயிறு	줄넘기
கயிறு	로프
கயிறு	밧줄
கவசம்	투구
கவசம்	헬멧
கவசம்	방패
பயிர்கள்	농작물이
பயிர்கள்	곡물
பயிர்கள்	농작물
வானியலாளர்	천문학자
கைதிகள்	죄수
பரிந்துரைக்கப்பட்டது	추천
பரிந்துரைக்கப்பட்டது	권장
கிலோகிராம்	킬로그램
கிலோகிராம்	킬로미터
அமைச்சரவை	내각
வேட்டை	사냥
வேட்டை	헌트
வெளியிடுகிறது	출판
வெளியிடுகிறது	게시
காய்கறிகள்	야채
காய்கறிகள்	채소
நைட்ரஜன்	질소
மூலதனம்	자본주의
மூலதனம்	수도
மூலதனம்	캐피털
மூலதனம்	자본
மூலதனம்	캐피탈
இனிப்பு	달콤한
இனிப்பு	후식
இனிப்பு	디저트
சுற்றுப்பாதை	궤도
முன்னேற்ற	진행
எரிவாயு	가스
விளிம்பு	경계
விளிம்பு	엣지
விளிம்பு	경계선
விளிம்பு	모서리
விளிம்பு	국경
விளிம்பு	테두리
செய்	렌더링
வாசிக்க	읽음
வாசிக்க	읽는다
வாசிக்க	읽고
வாசிக்க	읽어보기
வாசிக்க	읽기
அறிவுரை	조언
அறிவுரை	충고
பிரிவினை	분할
பிரிவினை	파티션
மறந்து	깜빡
மறந்து	잊혀진
மறந்து	잊어
சவுதி	사우디아
விசைப்பலகை	키보드
சில்லறை	소매
தோமஸ்	토마스
தோமஸ்	토머스
முதுநிலை	마스터즈
முதுநிலை	마스터스
மீடியாவிக்கி	미디어위키
கனவில்	드림
பயணிக்கும்	여행
நுண்ணறிவு	지능
வாங்கிய	샀다
பிரவுன்	브라운
பிரவுன்	갈색
அநேகமாக	아마
அநேகமாக	아마도
கரைசல்	솔루션
கரைசல்	해결책
மார்பக	유방
மார்பக	가슴
தரவரிசையில்	랭킹
கிரீன்	초록
கிரீன்	녹색
கிரீன்	초록색
கிரீன்	그린
மார்பு	가슴
மார்பு	가슴이
மார்பு	흉부
வழக்கத்தில்	불규칙
கூட்டங்கள்	미팅
கூட்டங்கள்	회의
பிரபலம்	연예인
பிரபலம்	인기가
பிரபலம்	인기가요
பிரபலம்	인기
உத்தி	전략
அறியப்படாத	익명
தரவரிசை	랭킹
தரவரிசை	순위
பின்லாந்து	핀란드
பேராயர்	주교
பேராயர்	대주교
ஊர்வன	파충류
முதலீட்டாளர்கள்	투자자
மின்னல்	번개
மின்னல்	라이트닝
மின்னல்	조명
உடற்பயிற்சி	피트니스
