در	கதவு
ذخیره	சேமிக்கப்படுகிறது
ذخیره	சேமிப்பகம்
ذخیره	சேமி
ذخیره	சேமிப்பு
ذخیره	கடை
دودمان	வம்சம்
پوست	தோல்
پوست	தோல்களை
برچسب	அடையாளம்
برچسب	பெயர்
برچسب	டேக்
برچسب	தத்தல்
برچسب	லேபிள்
برچسب	குறியிடு
کلرادو	கொலராடோ
رقص	நாட்டியம்
رقص	நடனம்
رقص	ஆடும்
فی	ஃபை
فی	ஃபே
قادر	மீதும்
دانشگاهی	கல்லூரி
دانشگاهی	கல்லூரியை
روسی	ரஷியன்
روسی	ரஷ்ய
روسی	ரோசி
جرج	ஜார்ஜ்
علاقه	வட்டி
علاقه	ஆர்வமுள்ளவர்கள்
علاقه	விருப்பமுள்ளவர்கள்
علاقه	விரும்புதல்
علاقه	ஆர்வம்
آشنا	தொடர்பு
آشنا	பழக்கமான
آشنا	தொடர்புக்கு
فنلاند	பின்னிஷ்
فنلاند	பின்லாந்து
جلو	முன்னணி
جلو	முன்னோக்கி
جلو	முன்னால்
جلو	முன்
عضویت	உறுப்பினர்
جبهه	முன்னணி
جبهه	முன்னால்
جبهه	முன்
تابستان	சம்மர்
تابستان	கோடை
معدنی	கனிம
معدنی	தாது
سد	அணை
مدرک	ஆதாரம்
مدرک	ஆதாரங்கள்
مدرک	சான்று
اختصاص	ஒற்றையர்
نفوذ	ஹேக்கிங்
عقب	பின்
عقب	பின்புறம்
سرباز	சிப்பாய்
سرباز	தனிப்பட்டது
سرباز	தனிப்பட்ட
سرباز	தனி
سرباز	தனிப்பட்டதாக
سرباز	தனியார்
خشک	உலர்
خشک	வறண்ட
خشک	காய்ந்த
خشک	வறண்டு
خشک	உலர்ந்த
رفتن	சென்று
رفتن	போனது
رفتن	போய்விட்டது
اگرچه	என்றாலும்
اگرچه	இருந்தாலும்
اگرچه	விட்டாலும்
احساس	உணர்கிறேன்
احساس	உணர்வு
احساس	உணர்கிறார்
احساس	உணர்ந்தால்
احساس	உற்சாக
احساس	உணர்
احساس	உணர்ந்தேன்
احساس	உணர்வுகளை
احساس	உணர்வுகள்
ادوارد	எட்வார்ட்
ادوارد	எட்வர்ட்
برنز	வெண்கல
برنز	எரிகிறது
خرید	ஷாப்
خرید	கடையை
خرید	வாங்க
خرید	கொள்வனவு
خرید	வாங்குதல்
خرید	வாங்கு
خرید	ஷாப்பிங்
خرید	வாங்கவும்
خرید	கடை
قاره	கண்டம்
هشتم	எட்டாம்
هشتم	எட்டாவது
شاخه	கிளை
شاخه	கிளைகள்
قطعه	பகுதி
قطعه	பகுதிகள்
ساحلی	கடலோர
دیوار	சுவர்களில்
دیوار	சுவர்
دیوار	சுவர்கள்
مترجم	மொழிபெயர்ப்பாளர்
اکبر	அக்பர்
اعدام	நிறைவேற்றப்பட்டது
روح	ஆவி
روح	பேய்
درگاه	முனையம்
درگاه	துறைமுகம்
درگاه	துறை
امتیاز	புள்ளிகள்
امتیاز	ஸ்கோர்
امتیاز	மதிப்பெண்கள்
امتیاز	மதிப்பெண்
پیشرفت	முன்னேற்றத்தை
پیشرفت	முன்னேற்ற
پیشرفت	முன்னேற்றம்
روحانی	ஆன்மீகம்
روحانی	ஆன்ம
روحانی	ஆன்மீக
روحانی	சந்தேகங்களும்
گذاری	குண்டுவெடிப்புகள்
مخصوص	சிறப்பான
مخصوص	சிறப்பு
مخصوص	விசேஷ
منفی	எதிர்மறை
منفی	கெட்டது
تام	டாம்
نکته	நுனி
نکته	குறிப்பைப்
نکته	குறிப்பை
نکته	குறிப்பு
نکته	புள்ளி
نکته	குறிப்பைக்
گیاهی	செடி
گیاهی	தாவரம்
گیاهی	ஆலை
سهام	பகிர்வுகள்
سهام	இருப்பு
سهام	பங்குகள்
پرنده	பறவை
برلین	பெர்லின்
تفسیر	வர்ணனை
درود	வாழ்த்து
درود	ஆசி
درود	ஆசிகள்
درود	வாழ்த்துக்களும்
درود	வாழ்த்துக்கள்
جزئی	பகுதி
ولز	கிணறுகள்
ولز	வெல்ஷ்
ولز	வெல்ஸ்
ولز	வேல்ஸ்
کانال	கால்வாய்
کانال	வாய்க்கால்
کانال	தடங்கள்
کانال	அலைவரிசை
کانال	வழிமுறை
کانال	சேனல்
هرچند	என்றாலும்
هرچند	இருந்தாலும்
هرچند	விட்டாலும்
اسناد	பேப்பர்ஸ்
اسناد	ஆவணங்கள்
داریوش	டாரியஸ்
توضیحات	கருத்துக்களில்
توضیحات	கருத்துகளில்
توضیحات	கருத்துகள்
توضیحات	கருத்துக்கள்
حیات	ஹயாத்
دقت	தீர்மானம்
دقت	துல்லியமான
دقت	தெளிவுத்திறன்
دقت	துல்லியம்
دقت	நுட்பம்
دقت	தவறு
آنجلس	ஏஞ்சல்ஸ்
روزهای	நாட்கள்
روزهای	தினங்கள்
روزهای	நாட்களுக்கு
روزهای	நாட்களை
روزهای	நாட்களில்
چارلز	சார்லஸ்
چارلز	சார்ல்ஸ்
چارلز	சாள்ஸ்
دامنه	களம்
دامنه	டொமைன்
دامنه	கருவி
دامنه	வீச்சுப்
دامنه	தளம்
نجات	சேமிக்கும்
نجات	சேமிக்கிறது
نجات	சேமிக்கப்படுகிறது
نجات	சேமிப்பு
نجات	மீட்பு
مفید	பயனுள்ள
مفید	பயனுள்ளதாக
مفید	உதவிகரமாக
مفید	பயனுள்ளது
مفید	உதவிகரமான
زدن	தாக்கியதால்
مارتین	மார்ட்டின்
مارتین	மார்டின்
میسیسیپی	மிசிசிப்பி
مهاجم	ஆக்கிரமிப்பாளர்கள்
رکوردز	சாதனைகள்
رکوردز	பதிவுகள்
نماد	சின்னம்
نماد	ஐகான்
نماد	குறும்படம்
نماد	குறியீடு
تکمیل	முழுமையான
تکمیل	நிறைவு
تکمیل	முழுவதும்
تکمیل	முழுமை
قهرمانان	நாயகர்கள்
قهرمانان	ஹீரோக்கள்
قهرمانان	சாம்பியன்ஸ்
نبراسکا	நெப்ராஸ்கா
وظیفه	கடமை
اداری	நிர்வாக
اداری	நிர்வாகம்
زادروز	பிறந்தநாள்
زادروز	பிறந்தநாளை
آکادمی	அகாடமி
آکادمی	அகாதமி
ارسال	அனுப்புதல்
ارسال	அனுப்புகிறது
ارسال	அனுப்பு
دیدار	சந்திப்பு
دیدار	கூட்டத்தில்
دیدار	சந்திக்கும்
دیدار	சந்திப்பை
دیدار	சந்தித்தனர்
دیدار	கூட்டம்
فضا	இடம்
فضا	இடைவெளி
فضا	விண்வெளி
فضا	வெளி
عکاسی	புகைப்படக்கலை
عکاسی	புகைப்படம்
توماس	தாமஸ்
توماس	தோமஸ்
صادق	நேர்மையான
انگلیس	இங்கிலாந்து
پیوست	இணைப்பு
موسی	மூஸா
موسی	மோசே
پای	கால்
پای	பை
پای	காலில்
پیکچرز	படங்கள்
مثبت	நேர்மறை
مثبت	நல்லது
مثبت	நேர்
ارتباطات	தொலைதொடர்பு
ارتباطات	இணைப்புக்கள்
