من	から
مستشار	アドバイザー
مستشار	コンサルタント
مستشار	顧問
الاثنين	月曜日
مقطع	クリップ
مقطع	モーフ
يوميا	デイリー
يوميا	日常
يوميا	毎日
الشاطئ	ビーチ
الشاطئ	砂浜
سؤال	疑問
سؤال	質問
ملاحظات	メモ
ملاحظات	フィードバック
ملاحظات	注記
ملاحظات	備考
ملاحظات	ノート
استاد	スタジアム
ضيق	きつい
ضيق	狭い
الصفر	ゼロ
الخطوة	ステップ
سفارة	大使館
وهران	オラン
الكلى	腎臓
المستويات	レベル
التقاليد	伝統
القرص	円盤
القرص	ディスク
الصديق	彼氏
الصديق	友達
الصديق	友だち
الصديق	フレンド
الصديق	ボーイフレンド
الصديق	友人
ضبط	セット
ضبط	調整
ضبط	集合
شاكر	感謝
مرضى	患者
مجتمعات	社会
المنطق	論理
المراقبة	監視
مباني	建物
مباني	建築物
الجنين	胎児
شو	ショウ
شو	ショー
مكعب	立方体
مكعب	三次
مكعب	キューブ
مزيج	コンビネーション
مزيج	ミックス
مزيج	組み合わせ
مزيج	ブレンド
مزيج	混ぜる
طيار	パイロット
دبلوم	ディプロマ
السلامة	安全
السلامة	セーフティ
السوفياتي	ソビエト
تينيسي	テネシー
الكندية	カナディアン
الكندية	カナダ
سياق	コンテクスト
سياق	コンテキスト
طريقه	ウェイ
مقعد	座席
مقعد	ベンチ
المدة	期間
الباحثون	研究者
منتدى	フォーラム
فورد	フォード
منصة	プラットホーム
منصة	プラットフォーム
النظريات	理論
ببساطة	単に
الواردة	着信
الواردة	受信
خميس	木曜日
خميس	木曜
الطائر	バード
الطائر	鳥類
علاوة	ボーナス
فصول	クラス
فصول	チャプター
احد	ワン
احد	誰か
احد	一人
احد	一つ
الحكمة	知恵
منى	モナ
الكمية	数量
ويليامز	ウィリアムズ
هضبة	高原
هضبة	台地
شمالا	ノース
تكرار	頻度
تكرار	繰り返し
تكرار	重複
تكرار	周波数
تكرار	繰り返す
تكرار	複製
مسلمة	イスラム教
مسلمة	ムスリム
المدخل	廊下
المدخل	玄関
المدخل	入口
المدخل	入り口
المدخل	入学
العرق	レース
العرق	競走
العرق	人種
مشهور	ポピュラー
مشهور	人気
سعة	振幅
سعة	定員
سعة	容量
نهج	参道
نهج	アプローチ
نهج	進入
القضاة	奉行
القضاة	裁判官
الخبز	ブレッド
الخبز	パン
تعاون	協力
تعاون	コラボレーション
تعاون	コラボ
موناكو	モナコ
استهلاك	消費
استهلاك	償却
الشجرة	ツリー
زي	衣装
زي	装束
زي	仮装
زي	服飾
زي	ジー
زي	コスチューム
موعد	任命
موعد	任用
موعد	選任
موعد	日付
موعد	予約
موعد	デート
الفجر	明け方
الفجر	夜明け
الفجر	ドーン
اعادة	復元
محيط	大洋
محيط	周囲
ميخائيل	ミハイル
الفيروس	ウイルス
الفيروس	ウィルス
العضو	臓器
العضو	メンバー
العضو	オルガン
العضو	メンバ
العضو	会員
زراعية	農業
قرطبة	コルドバ
النبلاء	貴族
المعرض	展示
المعرض	ギャラリー
التجار	商人
المهاجم	ストライカー
المهاجم	アタッカー
الجملة	卸売
الجملة	宣告
الجملة	文章
الجملة	センテンス
مضيق	海峡
النمساوية	オーストリア
المجلات	雑誌
ذاتي	セルフ
ذاتي	自己
نابولي	ナポリ
الدقة	正確性
الدقة	精度
منفردة	ソロ
البعد	寸法
البعد	次元
البعد	ディメンション
البعد	距離
مقدونيا	マケドニア
سائل	液体
سائل	流体
اضافة	加算
اضافة	追加
ميشيل	ミシェル
موارد	リソース
موارد	資源
مسؤول	管理者
مسؤول	公式
مسؤول	職員
مسؤول	管理人
الثقيلة	重い
الثقيلة	ヘビー
مستمرة	連続
مستمرة	継続
خفض	減らす
خبرة	エクスペリエンス
خبرة	経験
خبرة	体験
الرقص	ダンス
الرقص	ダンシング
الرقص	踊り
الرقص	踊る
المقطع	モーフ
السفير	アンバサダー
السفير	大使
جنيف	ジュネーヴ
جنيف	ジュネーブ
الشاي	お茶
الشاي	紅茶
ماريو	マリオ
السيدات	婦人
السيدات	レディース
القصور	宮殿
بوك	バック
العقود	契約
التنوع	品種
التنوع	変種
التنوع	バラエティ
خطيرة	危険
تيم	ティム
مخيم	キャンプ
البيع	セールス
البيع	販売
البيع	売り上げ
البيع	セール
البيع	売上
نووية	原子力
الحكام	定規
الحكام	ルーラー
الحكام	知事
التغير	変化
التغير	チェンジ
التغير	変更
فيتامين	ビタミン
تميم	タミーム
رائع	豪華
رائع	ゴージャス
توقع	サイン
توقع	予測
توقع	記号
توقع	署名
توقع	予言
دوغلاس	ダグラス
الاعمال	ビジネス
الاعمال	事業
الاعمال	営業
العضلة	マッスル
العضلة	筋肉
سفراء	アンバサダー
سفراء	大使
العسل	はちみつ
العسل	蜂蜜
العسل	ハニー
مانويل	マヌエル
مانويل	マニュエル
يدعو	招待
الدقيق	小麦粉
الدقيق	粉末
امتصاص	吸引
بروسيا	プロイセン
غرف	ルーム
غرف	部屋
حر	無料
حر	フリー
حر	自由
السيادة	主権
الحقائق	事実
المطبخ	台所
المطبخ	キッチン
الاستوائية	熱帯
الاستوائية	トロピカル
جذور	ルート
جذور	ルーツ
عبادة	崇拝
عبادة	カルト
روسية	ロシア
فيلا	ゾウ
فيلا	ヴィッラ
فيلا	ヴィラ
التنسيق	コーディネート
التنسيق	整形
التنسيق	調整
التنسيق	座標
التنسيق	連携
التنسيق	フォーマット
مرحبا	こんにちは
مرحبا	ハロー
مرحبا	ヘイ
الفطريات	菌類
الوفد	委嘱
الوفد	委任
التفاصيل	詳細
التفاصيل	ディテール
استغلال	搾取
قرص	円盤
قرص	ディスク
السوداني	スーダン
الصحيفة	新聞
الصحيفة	新聞紙
صلب	固体
شيوخ	長老
الصوفية	スーフィー
المستشفيات	病院
ضواحي	郊外
البصرية	ビジュアル
الدراما	ドラマ
تشجيع	激励
تشجيع	奨励
كتيبة	大隊
الجندي	兵隊
الجندي	兵士
التقسيمات	内訳
المهارات	スキル
محترف	プロフェッショナル
محترف	プロ
نجمة	恒星
نجمة	スター
العقيد	大佐
دبابة	戦車
دبابة	タンク
فرانسيس	フランシス
البندقية	ヴェネツィア
البندقية	ベニス
البندقية	ベネチア
التطبيق	アプリ
التطبيق	アプリケーション
التطبيق	出願
بروتين	タンパク質
بروتين	たんぱく質
مهبط	飛行場
الشيطان	サタン
حاد	シャープ
حاد	鋭い
دروس	レッスン
دروس	授業
رومانسية	ロマンス
رومانسية	ロマンチック
تثبيت	インストール
تثبيت	設置
حقول	フィールド
حقول	フィールズ
المفاهيم	概念
المفاهيم	コンセプト
جول	ジョエル
الزيت	石油
الزيت	オイル
المشاهد	ビューア
المشاهد	シーン
المشاهد	場面
الحضارات	文明
الاستيلاء	買収
مهاجم	ストライカー
مواقف	態度
البوابات	ゲイツ
ميلاد	誕生
قائم	既存
سكن	宿泊
سكن	住居
سكن	住宅
صقر	タカ
صقر	ホーク
صقر	ファルコン
يترك	葉っぱ
الرقابة	検閲
روجر	ロジェ
روجر	ロジャー
الامبراطورية	帝政
الامبراطورية	エンパイア
الامبراطورية	インペリアル
الامبراطورية	帝国
نيكولاس	ニコラス
الطقس	気象
الطقس	天候
الطقس	天気
خضراء	グリーン
خضراء	緑色
البوم	アルバム
تولي	タリー
المسؤولين	管理者
المسؤولين	管理人
راس	ラス
راس	ヘッド
راس	頭部
مكتوب	筆記
حكايات	ストーリー
حكايات	記事
رود	ロッド
المعارض	展示
المعارض	ギャラリー
المعارض	縁日
تقارب	収束
المنع	防止
المنع	予防
هواء	空気
هواء	エア
هواء	航空
مسابقات	コンテスト
صينية	トレイ
صينية	中国人
صينية	中国語
الحوض	骨盤
الدير	修道院
الدير	僧院
الكائن	オブジェクト
الكائن	生物
معرف	識別子
الصحفيين	リポーター
الصحفيين	ジャーナリスト
متخصص	スペシャリスト
متخصص	専門
منير	ムニル
اختبارات	テスト
الاعتقاد	信念
الاعتقاد	信ずる
الاعتقاد	信仰
انشاء	創造
انشاء	作成
تايلور	テイラー
الارض	アース
الارض	ランド
الارض	土地
الارض	地球
تصحيح	補正
تصحيح	訂正
تصحيح	修正
مذكرات	日記
سو	スー
الدائمة	パーマネント
دوار	めまい
دوار	目眩
دوار	フラフラ
دوار	カルーセル
الثمار	果実
الثمار	フルーツ
الثمار	果物
حملات	キャンペーン
السور	フェンス
القسطنطينية	コンスタンティノープル
بذور	種子
بذور	シード
السباحة	水泳
السباحة	競泳
السباحة	スイミング
مبادرة	イニシアチブ
التصنيع	製造業
مختار	ムフタール
المعدات	機材
المعدات	道具
المعدات	機器
المعدات	装備
الاستجابة	応答
الاستجابة	出欠
الاستجابة	レスポンス
المحرر	エディター
المحرر	エディタ
القبة	ドーム
المحتلة	占領
ثانيا	番目
ثانيا	セカンド
ذرة	トウモロコシ
ذرة	コーン
ذرة	とうもろこし
ذرة	原子
تقديرات	見積もり
العبد	奴隷
القراء	リーダー
القراء	読者
ايام	日数
محافظ	知事
محافظ	保守
ميلانو	ミラノ
اقل	少ない
مرشح	フィルター
مرشح	フィルタ
مرشح	候補者
مرشح	候補
دواء	医学
عناوين	タイトル
عناوين	アドレス
عناوين	役職
عناوين	称号
الخيل	ウマ
ديني	デニー
المواقف	態度
المواقف	姿勢
المواقف	ポジション
معيار	スタンダード
معيار	標準
معيار	基準
الغابة	フォレスト
الغابة	森林
الغابة	ジャングル
اختار	選択
عقدت	開催
يوفنتوس	ユヴェントス
الطابق	フロア
حزام	ベルト
سفير	アンバサダー
سفير	大使
الكاميرا	カメラ
يوتا	ユタ
الليلة	今夜
الليلة	トゥナイト
الليلة	今晩
وردت	受信
وردت	受け取り
مقدم	司会
مقدم	事前
الظلام	ダーク
الظلام	暗い
الظلام	暗闇
الرتبة	ランク
ملخص	まとめ
ملخص	消化器
ملخص	概要
ملخص	要約
ملخص	概説
ملخص	ダイジェスト
ملخص	概略
القوقاز	コーカサス
تمرد	反乱
محدود	限定
المنتجة	プロデューサー
الهبوط	着陸
الهبوط	上陸
الامام	フォワード
الامام	イマーム
الامام	進む
الامام	転送
مرصد	天文台
فعلا	本当に
الحجة	論証
الاختيار	チョイス
الاختيار	セレクション
الاختيار	選択
الاختيار	選考
فجر	明け方
فجر	夜明け
فجر	ドーン
وفد	委嘱
وفد	委任
سينا	セナ
الثقيل	重い
الثقيل	ヘビー
السلم	梯子
السلم	はしご
السلم	ハシゴ
