மற்றும்	وال
கல்லூரிகள்	كليات
மன்றம்	محفل
மன்றம்	ناد
மன்றம்	النادي
மன்றம்	الملتقى
மன்றம்	نادي
மன்றம்	كلوب
மன்றம்	منتدى
மன்றம்	المنتدى
மன்றம்	نادى
மன்றம்	مجلس
மன்றம்	المجلس
மன்றம்	المحفل
இஸ்லாமிய	اسلامية
இஸ்லாமிய	اسلامي
இஸ்லாமிய	الاسلامي
இஸ்லாமிய	الاسلامية
உண்மை	واقع
உண்மை	واقعا
உண்மை	حقيقة
உண்மை	الواقع
உண்மை	حقيقي
உண்மை	الحقيقة
உண்மை	صحيح
அவனது	ده
இத்தாலிய	ايطاليا
இத்தாலிய	الايطالي
இத்தாலிய	ايطالية
இத்தாலிய	ايطالي
இத்தாலிய	الايطالية
இனங்கள்	الانواع
தலைவன்	الزعيم
தலைவன்	رئيس
தலைவன்	الرئيس
நின்று	الوقوف
நின்று	واقفة
நின்று	واقف
டைம்ஸ்	اوقات
டைம்ஸ்	مرات
டைம்ஸ்	الاوقات
டைம்ஸ்	التايمز
டைம்ஸ்	المرات
டைம்ஸ்	تايمز
பிரிட்டிஷ்	بريطانيا
பிரிட்டிஷ்	البريطاني
பிரிட்டிஷ்	بريطانية
பிரிட்டிஷ்	بريطاني
பிரிட்டிஷ்	البريطانية
நிகழ்ச்சிகள்	الاحداث
நிகழ்ச்சிகள்	الفعاليات
நிகழ்ச்சிகள்	مناسبات
நிகழ்ச்சிகள்	المناسبات
நிகழ்ச்சிகள்	احداث
புதிதாக	الجديد
புதிதாக	جديدة
புதிதாக	جدد
புதிதாக	جديد
புதிதாக	طازجة
புதிதாக	طازج
வரைபடம்	خريطة
வரைபடம்	مخطط
வரைபடம்	المخطط
வரைபடம்	خارطة
வரைபடம்	الخريطة
வரைபடம்	خريطه
வரைபடம்	الخرائط
வரைபடம்	خرائط
தாவரங்கள்	النباتات
தாவரங்கள்	نباتات
தண்ணீர்	مياه
தண்ணீர்	الماء
தண்ணீர்	ماء
தண்ணீர்	المياه
கர்நாடக	كارناتاكا
விளையாட்டுகள்	الالعاب
விளையாட்டுகள்	المباريات
விளையாட்டுகள்	مباريات
விளையாட்டுகள்	العاب
விளையாட்டுகள்	الرياضة
விளையாட்டுகள்	رياضة
விளையாட்டுகள்	الرياضات
கட்டப்பட்டது	مبني
கட்டப்பட்டது	بنيت
உள்	محلية
உள்	داخلية
உள்	محليا
உள்	محلي
உள்	الداخلي
உள்	المحلي
உள்	داخليا
உள்	المحلية
உள்	داخلي
உள்	الداخلية
மொழிபெயர்ப்பு	ترجم
மொழிபெயர்ப்பு	ترجمة
மொழிபெயர்ப்பு	الترجمة
விளையாட்டுக்கள்	الالعاب
விளையாட்டுக்கள்	المباريات
விளையாட்டுக்கள்	مباريات
விளையாட்டுக்கள்	العاب
விளையாட்டுக்கள்	الرياضة
விளையாட்டுக்கள்	رياضة
விளையாட்டுக்கள்	الرياضات
நிமிடங்கள்	دقائق
நிமிடங்கள்	الدقائق
கருப்பு	اسود
கருப்பு	سوداء
கருப்பு	الاسود
கருப்பு	بلاك
குறுகிய	قصير
குறுகிய	قصيرة
குறுகிய	القصير
குறுகிய	شورت
தொடங்கப்பட்டது	بدا
தொடங்கப்பட்டது	بدات
அரசர்கள்	الملوك
அரசர்கள்	ملوك
பொருளியல்	اقتصادية
பொருளியல்	الاقتصاد
பொருளியல்	اقتصاد
பொருளியல்	اقتصادي
நிறைய	الكثير
நிறைய	لوط
கொடி	العلم
கொடி	علم
எப்போதும்	دايما
எப்போதும்	دوما
எப்போதும்	للابد
எப்போதும்	الابد
எப்போதும்	دائما
எழுத்துக்கள்	الحروف
எழுத்துக்கள்	الابجدية
எழுத்துக்கள்	حروف
எழுத்துக்கள்	شخصيات
எழுத்துக்கள்	الاحرف
எழுத்துக்கள்	رسائل
எழுத்துக்கள்	احرف
எழுத்துக்கள்	الرسائل
எழுத்துக்கள்	الشخصيات
சுருக்கம்	الموجز
சுருக்கம்	موجز
சுருக்கம்	ملخص
சுருக்கம்	تلخيص
சுருக்கம்	الملخص
அரசாங்கம்	الحكومات
அரசாங்கம்	الحكومة
அரசாங்கம்	حكومة
மாறி	متغير
மாறி	المتغير
மாறி	متغيرة
பாதை	الدرب
பாதை	المسار
பாதை	الصراط
பாதை	مسار
வென்று	وون
வென்று	فاز
சரியாக	بالضبط
நாடகம்	الدراما
நாடகம்	دراما
ஓவியம்	الرسم
ஓவியம்	لوحة
ஓவியம்	اللوحة
இறந்த	ميتة
இறந்த	ميت
இறந்த	ميتا
உள்ளே	للداخل
உள்ளே	بالداخل
உள்ளே	داخل
உள்ளே	الداخل
உள்ளே	داخلي
கூட்டணி	الحلف
கூட்டணி	تحالف
கூட்டணி	التحالف
அதிகாரப்பூர்வ	رسمية
அதிகாரப்பூர்வ	مسؤول
அதிகாரப்பூர்வ	الرسمي
அதிகாரப்பூர்வ	رسمي
அப்துல்	عبد
செலவு	قضاء
செலவு	قضيت
சுழற்சி	حلقة
சுழற்சி	دوران
சுழற்சி	دوامة
சுழற்சி	تناوب
சுழற்சி	الدورة
சுழற்சி	التناوب
சுழற்சி	الدوران
சுழற்சி	الحلقة
சுழற்சி	دورة
மனம்	البال
மனம்	العقل
மனம்	الارواح
மனம்	النفوس
மனம்	عقل
மனம்	مانع
மனம்	ارواح
நோய்கள்	الامراض
நோய்கள்	امراض
அண்மையில்	مؤخرا
எளிதில்	سهلة
எளிதில்	سهل
எளிதில்	السهل
அதிகாரம்	قوة
அதிகாரம்	القوة
அதிகாரம்	تمكين
அதிகாரம்	طاقة
அதிகாரம்	السلطة
அதிகாரம்	الطاقة
நகைச்சுவை	كوميدي
நகைச்சுவை	الكوميديا
நகைச்சுவை	كوميديا
கணித	الرياضيات
கணித	رياضيات
சரி	حسنا
சரி	حسن
பக்கங்கள்	الصفحات
பக்கங்கள்	صفحات
நீதிமன்றம்	المحكمة
நீதிமன்றம்	محكمة
நீதிமன்றம்	المحاكم
செயல்படும்	النشطة
செயல்படும்	نشطة
செயல்படும்	نشط
அதிபர்	بريس
அதிபர்	رئيس
அதிபர்	الرئيس
