در	deur
فرصت	gelegenheid
مربیگری	koets
مربیگری	coachen
مربیگری	trainer
کندی	snoepje
کندی	snoepgoed
کندی	snoep
زیبای	schoonheid
بعداً	straks
هشتمین	achtste
نگاهی	kijk
قدمت	oude
قدمت	ouwe
قدمت	oud
اخلاقی	morele
اخلاقی	moraliteit
اخلاقی	moreel
اخلاقی	moraal
نماز	gebed
نماز	gebeden
نماز	bidden
اخلاق	humeur
اخلاق	moraliteit
اخلاق	moreel
اخلاق	moraal
اخلاق	ethisch
اخلاق	driftig
اخلاق	morele
اخلاق	temperament
اخلاق	ethiek
اینها	deze
تبلیغ	advertentie
تبلیغ	adverteren
تبلیغ	bevordering
تبلیغ	promoot
تبلیغ	promoten
تبلیغ	bevorderen
تبلیغ	reclame
تبلیغ	promotie
منطق	logische
منطق	logica
منطق	logisch
امین	eerlijke
امین	getrouwe
امین	vertrouwd
امین	eerlijk
امین	vertrouwde
امین	vertrouwden
امین	trouw
امین	trouwe
مونیخ	münchen
کارگران	arbeiders
کارگران	werkers
کارگران	werknemers
کارگران	werkenden
شناگر	zwemster
شناگر	zwemmer
تولیدی	fabricage
ساکنان	bewoners
ساکنان	inzittenden
پارلمان	parlement
خورد	gegeten
خورد	at
سپرده	deposito
سپرده	stortingen
سپرده	storten
سپرده	storting
خاکستری	grijs
خاکستری	grijze
ستاد	personeel
تخمین	schatting
تخمین	inschatting
تخمین	raming
مخفی	verstopt
مخفی	geheim
مخفی	verborgen
انقلابی	revolutionaire
انقلابی	revolutionair
انقلابی	revolutie
بال	vleugel
بال	bal
میوه	vruchten
میوه	fruit
میوه	vrucht
تراکم	condensatie
تراکم	compressie
تراکم	dichtheid
سیر	knoflook
تصادفی	ongelukje
تصادفی	willekeurig
تصادفی	toeval
تصادفی	toevallige
تصادفی	willekeurige
تصادفی	ongeluk
تصادفی	ongeval
هیات	delegeren
هیات	delegatie
سگ	hond
سگ	hondje
عوارض	tol
عوارض	verwikkelingen
عوارض	complicaties
عوارض	terrein
عوارض	complicatie
هیجانی	emoties
هیجانی	emotioneel
هیجانی	emotie
هیجانی	spannend
هیجانی	emotionele
آگوست	augustus
آفریقایی	afrikaans
آفریقایی	afrikaanse
تکامل	evolutie
تکامل	ontwikkeling
ایده	idee
ایده	ideeen
ایده	ideetje
ایده	ideeën
ایده	ideetjes
نیرو	forceren
نیرو	kracht
نیرو	sterkte
سکونت	bewoonbare
سکونت	leefbaar
سکونت	bewoonde
سکونت	bewoond
سکونت	bewoonbaar
روان	ontspringen
روان	stromend
روان	hardlopen
روان	rennen
مجری	uitvoerder
مجری	presenteren
مجری	presentatrice
مجری	presentator
مجری	executeur
ژیمناستیک	gymnastiek
ژیمناستیک	turnen
خویشاوندان	familieleden
خویشاوندان	verwanten
ضروری	onmisbaar
ضروری	urgentie
ضروری	essentieel
ضروری	dringend
ضروری	nodig
ضروری	spoed
ضروری	noodzakelijke
ضروری	noodzakelijk
ضروری	essentiële
سرود	volkslied
سرود	hymne
زرین	goud
زرین	gulden
زرین	gouden
دکترای	dokters
دکترای	doctoraat
دکترای	artsen
پرده	scherm
پرده	gordijn
پرده	beeldscherm
افسران	agenten
افسران	functionarissen
افسران	officiers
افسران	officieren
افسران	ambtenaren
آلبانی	albanië
متاسفانه	helaas
شور	zoute
شور	pekel
شور	zout
تمایل	bereidheid
تمایل	bereidwilligheid
تمایل	geneigd
فرم	formulier
فرم	vorm
فقه	jurisprudentie
اسکندر	aleksandr
نسبی	relatief
نسبی	relatieve
سیگنال	signaal
طرفداران	ventilatoren
خریداری	gekochte
خریداری	inkoop
خریداری	gekocht
خریداری	aanschaf
خریداری	aankoop
خریداری	aangeschaft
خریداری	aangekocht
خریداری	ingekocht
سینه	borstkas
سینه	borst
سینه	borsten
غالب	overheersende
غالب	domineren
غالب	dominante
غالب	dominant
سطحی	oppervlakkige
سطحی	oppervlakkig
سطحی	ondiep
سطحی	oppervlak
سطحی	bovengronds
رقم	cijfer
ویروس	virussen
متشکل	gecomponeerd
متشکل	samengesteld
ژنرال	algemeen
ژنرال	algemene
ژنرال	generaal
قزاقستان	kazachstan
زندانیان	gevangenen
ضربه	effect
ضربه	schoppen
ضربه	schop
ضربه	hobbel
ضربه	inslag
ضربه	bult
ضربه	botsing
ضربه	trap
نهمین	negende
ایر	lucht
پیروز	overwinning
پیروز	winnen
پیروز	zege
پیروز	victorie
نمایندگی	vertegenwoordiging
نمایندگی	agentschap
نمایندگی	representatie
نمایندگی	bureau
تایوان	taiwanese
عقیده	meningen
عقیده	opinies
عقیده	adviezen
زیستی	biologische
زیستی	biologisch
زیستی	biodiversiteit
پزشکان	dokters
پزشکان	geneesheer
پزشکان	arts
پزشکان	artsen
جاری	actueel
جاری	huidige
جاری	huidig
مرزهای	grenst
مرزهای	grenzen
سطوح	niveaus
پیدایش	opkomst
معلم	leraars
معلم	onderwijzers
معلم	leraar
معلم	onderwijzer
معلم	leerkracht
معلم	leerkrachten
معلم	docenten
معلم	docent
معلم	leraren
معلم	lerares
نشانه	aanduiding
نشانه	penningen
نشانه	indicatie
پیشرفته	geavanceerde
پیشرفته	gevorderden
پیشرفته	gevorderd
پیشرفته	geavanceerd
آزمایشگاه	laboratoria
آزمایشگاه	labo
آزمایشگاه	laboratorium
جزئیات	bijzonderheden
جزئیات	details
حس	zintuig
حس	gevoel
حس	voelen
حس	voel
پیرو	volger
پیرو	volgers
پیرو	volgeling
کمبود	tekort
کمبود	gemis
کمبود	gebrek
کمبود	ontbreken
کمبود	schaarste
جوامع	samenlevingen
جوامع	gemeenschappen
تیراندازی	schoten
تیراندازی	schietpartij
تیراندازی	schieten
استدلال	argumenten
استدلال	redeneren
استدلال	redenering
قله	piek
قله	hoogtepunt
خودمختار	autonome
خودمختار	autonoom
یورو	euro
هواپیماهای	vliegtuigen
گوناگونی	verscheidenheid
گوناگونی	diversiteit
حومه	voorstad
حومه	buitenwijk
حومه	buitenwijken
حومه	platteland
حومه	voorsteden
اون	zij
اون	ze
دفن	begrafenis
دفن	begraven
خوردن	eten
ادعای	claimen
ادعای	opeisen
شیشه	glazen
شیشه	glas
مربوطه	relevante
انتخاباتی	verkiezingen
انتخاباتی	verkiezing
انتخاباتی	electorale
امواج	golven
مقدماتی	elementair
مقدماتی	voorlopige
مقدماتی	elementaire
قومی	etnisch
مجتمع	geïntegreerde
مجتمع	geïntegreerd
دانشجو	leerling
شاگردان	leerlingen
شاگردان	discipelen
شاگردان	pupillen
نوجوانان	tieners
نوجوانان	tienerjaren
نوجوانان	pubers
نوجوانان	jeugdige
نوجوانان	adolescenten
نظم	bestelling
نظم	orde
نظم	bestellen
معانی	betekenissen
تنهایی	eenzame
تنهایی	eenzaam
تنهایی	alleen
تنهایی	eenzaamheid
آلفا	alfa
چرخ	velgen
چرخ	kar
چرخ	karretje
چرخ	wiel
چرخ	rad
چرخ	wielen
هرات	complexe
هرات	ingewikkeld
مهندسان	ingenieurs
مهندسان	technici
گردش	bloedsomloop
گردش	circulatie
گردش	excursie
گردش	oplage
تبعید	verbanning
تبعید	ballingschap
تبعید	verbannen
جنگلی	bos
جنگلی	woud
جنگلی	bossen
جنگلی	oerwoud
روزگار	dagen
آسیاب	malen
آسیاب	walserij
آسیاب	vermalen
آسیاب	molen
بحرین	bahrein
دانسته	gekende
دانسته	bekend
دانسته	gekend
دانسته	bekende
خواص	verminderde
خواص	gereduceerd
خواص	verlaagd
خواص	verminderd
اریک	erik
قربانی	slachtoffer
قربانی	offeren
قربانی	offer
قربانی	opoffering
جوزف	jozef
آندره	andré
پارس	bast
پارس	blaffen
پارس	schors
وکیل	advocate
وکیل	juristen
وکیل	advocaten
وکیل	advocaat
وکیل	jurist
اختراع	uitvinden
اختراع	uitgevonden
اختراع	verzonnen
اختراع	uitvinding
گرامی	vrijgevig
گرامی	royaal
گرامی	gul
گرامی	gehuldigd
گرامی	edele
گرامی	gulle
گرامی	eren
گرامی	geëerd
گرامی	geëerde
گرامی	eervolle
گرامی	eervol
گرامی	edel
گرامی	nobele
گرامی	eer
گرامی	vereerd
گرامی	nobel
گرامی	genereus
عمارت	herenhuis
داغ	warm
داغ	heet
جدایی	afscheiding
جدایی	scheiding
سفیر	ambassadeur
سفیر	saffier
مزرعه	boerderijen
مزرعه	kwekerij
مزرعه	boerderij
لیسانس	vrijgezel
تحقیقاتی	onderzoek
سینا	sinaï
الفبای	alfabet
حرفه	carrière
حرفه	loopbaan
حرفه	carriere
حرفه	beroepsgroep
حرفه	beroep
همراهی	escorte
همراهی	vergezellen
وسعت	vergroten
وسعت	vergroot
وسعت	uitbreiden
محرم	intiem
محرم	intieme
ادب	beleefdheid
ادب	hoffelijkheid
ادب	manieren
خودروی	wagen
خودروی	auto
خودروی	hybride
کوهی	berg
بوسنی	bosnische
بوسنی	bosnië
جداگانه	afzonderlijk
جداگانه	apart
افسانه	legende
افسانه	legenden
افسانه	mythes
افسانه	legendes
افسانه	mythe
قفقاز	blanke
قفقاز	blank
قفقاز	kaukasus
مجاز	toegestane
مجاز	juridische
مجاز	wettelijk
مجاز	legaal
مجاز	wettig
مجاز	juridisch
مجاز	geautoriseerd
مجاز	toegelaten
مجاز	toegestaan
معمولا	meestal
معمولا	normaal
معمولا	gewoonlijk
معمولا	normaliter
گمان	aanname
گمان	sjiek
گمان	mening
گمان	advies
گمان	veronderstelling
چای	thee
محاصره	blokkade
محاصره	omringd
محاصره	omsingeld
محاصره	belegering
محاصره	omringen
محاصره	omsingelen
محاصره	omringt
محاصره	beleg
محاصره	omgeven
کف	schuim
کف	verdieping
کف	vloer
فرماندار	gouverneur
کنسرت	concerten
بیمه	verzekering
بیمه	verzekeringen
گلی	klei
کجا	waar
قیام	staand
قیام	staande
خدایان	goden
ونزوئلا	venezolaanse
سؤال	vraagje
سؤال	vraag
سؤال	vragen
مقادیر	waarden
مقادیر	waardes
برآورد	schatting
برآورد	ramingen
برآورد	inschatting
برآورد	raming
برآورد	schattingen
امیدوارم	hopen
امیدوارم	hoop
لیتوانی	litouwse
لیتوانی	litouws
لیتوانی	litouwen
علائم	symptomen
درونی	inwendig
درونی	binnenland
درونی	intern
درونی	innerlijk
درونی	interieur
درونی	innerlijke
درونی	binnenste
فیلسوف	filosoof
درج	inbrengen
درج	invoeging
درج	voegt
درج	invoegen
الیزابت	elisabeth
وظایف	taken
وظایف	plichten
سانتا	kerstman
سایه	schaduw
مرور	beoordeling
مرور	herziening
مرور	recensie
مرور	browsen
مرور	bladeren
پیروان	volgers
پیروان	volgelingen
گذار	overgang
وحدت	eenheid
الهام	geïnspireerd
الهام	bezield
الهام	inspireren
الهام	inspirerend
الهام	geïnspireerde
الهام	inspiratie
محبوب	favoriete
محبوب	populaire
محبوب	aanbad
محبوب	aanbeden
محبوب	geliefde
محبوب	populair
محبوب	geliefd
محبوب	favoriet
گام	stapje
گام	stap
تحویل	afleveren
تحویل	bezorgen
تحویل	leveren
تحویل	bezorging
تحویل	oplevering
تحویل	levering
حرارتی	thermische
حرارتی	thermisch
جلال	glorie
جلال	heerlijkheid
جلال	roem
مشتری	opdrachtgever
مشتری	klant
مشتری	afnemers
مشتری	klanten
مشتری	cliënt
مشتری	afnemer
بابا	papa
بابا	paps
بابا	pa
بابا	pap
بابا	vader
مرده	dood
مرده	doods
نوجوانی	adolescentie
نوجوانی	puberteit
نوجوانی	tiener
ورزشکار	atletisch
ورزشکار	sporter
ورزشکار	atleet
ورزشکار	cricketspeler
ورزشکار	atlete
هواگرد	luchtvaartuig
هواگرد	vliegtuig
هواگرد	luchtvaartuigen
هواگرد	vliegtuigen
مدافعان	verdedigers
تجدید	verlenging
تجدید	vernieuwing
تجدید	hernieuwing
والتر	wouter
چوبی	hout
چوبی	houten
پژوهشگران	onderzoekers
دفاعی	verdedigen
دفاعی	defensie
دفاعی	verdediging
سیم	draad
سیم	bedrading
اصطلاحات	voorwaarden
اصطلاحات	terminologie
اصطلاحات	termen
آبشارها	watervallen
آبشارها	waterval
دقیقاً	exact
دقیقاً	precies
تخم	eitjes
تخم	ei
تخم	eitje
تخم	eieren
سالم	gezond
سالم	veilig
سالم	gezonde
کامرون	kameroen
مسکن	huisvesting
تحریک	provocerend
تحریک	provocerende
تحریک	uitlokking
تحریک	opwinden
تحریک	uitgelokt
تحریک	stimuleren
تحریک	uitdagend
مکانی	plaats
حسابداری	boekhouding
حسابداری	boekhouden
حسابداری	boekhoudkundige
آیلند	eiland
آدرس	adres
الهی	goddelijke
الهی	goddelijk
سوار	rijder
سوار	rit
سوار	ruiter
نادرست	verkeerd
نادرست	verkeerde
نادرست	onjuist
نادرست	foutief
نادرست	vals
نادرست	fout
نادرست	onwaar
نادرست	onjuiste
نادرست	valse
اصلاحات	wijzigingen
اصلاحات	modificaties
اصلاحات	correcties
اصلاحات	verbeteren
اصلاحات	hervormen
اصلاحات	hervormingen
اصلاحات	verbeter
اصلاحات	hervorming
اصلاحات	verbetering
اصلاحات	reformatie
اصلاحات	verbeteringen
هزاران	duizenden
تظاهرات	demonstraties
تظاهرات	betogingen
تظاهرات	demonstratie
تظاهرات	protesteren
تظاهرات	betoging
تظاهرات	protesten
تظاهرات	demonstreren
تظاهرات	manifestaties
مرزی	grens
کارائیب	caribische
کارائیب	caraïben
گردن	nek
گردن	hals
تحصیلی	academisch
تحصیلی	academische
تجاوز	verkrachtingen
تجاوز	agressie
تجاوز	koolzaad
تجاوز	verkrachting
تجاوز	geweldpleging
تجاوز	verkrachten
تجاوز	aanval
تجاوز	verkracht
تجاوز	mishandeling
تبلیغاتی	reclame
تبلیغاتی	adverteren
فردا	morgen
کمتری	minder
مرتب	gesorteerd
ترس	angst
ترس	vrees
ترس	ontzag
استناد	aanhaling
قصر	paleis
قصر	kasteel
پرستاری	verpleging
رساله	pamflet
رساله	pamfletten
توده	massa
گاو	koe
دموکراتیک	democratisch
دموکراتیک	democratische
سوخته	aangebrand
سوخته	verbrand
شعار	devies
شعار	leus
وحشی	wilde
وحشی	woeste
وحشی	barbaars
خبرنگار	journaliste
خبرنگار	journalisten
واقعه	voorval
واقعه	gebeurtenis
واقعه	evenement
جلسه	vergaderen
جلسه	ontmoeting
جلسه	zitting
جلسه	bijeenkomst
جلسه	sessie
جلسه	vergadering
اکسیژن	zuurstofgehalte
اکسیژن	zuurstof
عدالت	rechtvaardigheid
عدالت	justitie
عدالت	gerechtigheid
فیلتر	filteren
مترو	metro
دخالت	storing
دخالت	tussenkomst
دخالت	interferentie
دخالت	inmenging
دخالت	bemoeien
دخالت	interventies
دخالت	betrokkenheid
دخالت	interventie
شهروندان	burgers
شهروندان	staatsburgers
رسم	tradities
رسم	perceel
رسم	traditie
رسم	complot
ازبکستان	oezbekistan
تشویق	aanmoedigen
تشویق	applaus
سرکوب	repressie
سرکوب	onderdrukking
سرکوب	onderdrukken
سرکوب	onderdrukte
سرکوب	onderdrukt
سرکوب	verdrongen
هشدار	signalering
هشدار	waarschuwing
هشدار	alarm
شاهین	valk
شاهین	valken
برود	pasjes
برود	passeert
معادله	vergelijking
کوچکتر	kleinere
کوچکتر	kleiner
سیب	appel
سیب	appels
سیب	appelen
ولتاژ	spanning
ماهواره	satelliet
برگشت	terug
برگشت	rug
یخ	ijs
صلیب	oversteken
صلیب	kruis
بیس	baars
بیس	bib
بیس	bas
بیس	basgitaar
ناخالص	bruto
پورنو	pornografische
داوری	arrest
داوری	arbitrage
داوری	rechter
داوری	oordelen
داوری	oordeel
نمایشی	optreden
نمایشی	uitvoeren
نمایشی	demonstraties
نمایشی	betogingen
نمایشی	presteren
نمایشی	manifestaties
پراکنده	verstrooid
پراکنده	verspreide
پراکنده	verspreid
بیگ	groot
بیگ	grote
محقق	onderzoeker
اختلالات	storingen
اختلالات	verstoring
اختلالات	ongeregeldheden
اختلالات	aandoeningen
اختلالات	verstoringen
اختلالات	stoornis
اختلالات	wanorde
اختلالات	stoornissen
مأموریت	missie
قطار	treinen
قطار	trein
مهاجران	immigranten
مهاجران	migranten
مهاجران	emigranten
موافقم	akkoord
متحرک	mobiel
کوهستان	berg
کوهستان	bergen
ادیان	religies
حشرات	insecten
حشرات	beestjes
دیسک	schijf
دیسک	diskette
دوستی	vriendschap
دوستی	vriendin
دوستی	vriend
تقلید	imitatie
تقلید	evenaren
تقلید	imiteren
نهضت	bewegingen
نهضت	kruistocht
نهضت	beweging
