ve	그리고
gösteri	보이기
gösteri	쇼케이스
gösteri	박람회
gösteri	공연
artış	증가
yumuşak	부드러워
yumuşak	청량
yumuşak	부드럽게
yumuşak	소프트
yumuşak	부드러운
alfabesi	알파벳
alfabesi	문자
dinsel	종교
sıralaması	랭킹
sıralaması	순위
örgüt	조직
örgüt	기구
örgüt	단체
kedi	고양이
kedi	키티
çekoslovakya	체코슬로바키아
uyarı	경보
uyarı	경고
uyarı	알림
mühendisi	기술자
mühendisi	엔지니어
mühendisi	공학자
çekici	망치
çekici	매력적인
çekici	견인
çekici	해머
çekici	매력
baskın	지배자
baskın	습격
baskın	지배
hazar	카스피
egemen	주권
güvenli	무사히
güvenli	보안
güvenli	안전한
güvenli	안전
kuzeybatı	북서쪽
kuzeybatı	노스웨스트
kuzeybatı	노스웨스턴
kuzeybatı	북서
kuzeybatı	북서부
konuları	주제
acil	응급
acil	비상사태
acil	긴급한
acil	긴급
acil	급한
orkestrası	오케스트라
orkestrası	교향악단
subay	책임자
subay	경관
subay	장교
subay	경찰관
konferans	콘퍼런스
konferans	회담
konferans	컨퍼런스
konferans	회의
konferans	강연
konferans	강의
alp	알프스
alp	알파인
kömür	목탄
kömür	석탄
arkadaşlar	친구들이
arkadaşlar	친구들
arkadaşlar	프렌즈
arkadaşlar	친구
ramazan	라마단
tanıtım	홍보하기
tanıtım	프로모션
tanıtım	승진
tanıtım	소개
tanıtım	홍보
tanıtım	도입
tanıtım	프레젠테이션
tanıtım	소개팅
okyanus	바다
okyanus	오션
eliptik	타원
eliptik	타원형
duyurdu	발표
melek	천사
melek	엔젤
ihlali	침해
ihlali	위반
endüstri	공업
endüstri	업종
endüstri	업계
endüstri	산업
rakip	라이벌
rakip	경쟁자
rakip	상대
rakip	상대성
rakip	경쟁사
rakip	상대편
rakip	경쟁
protesto	시위
protesto	항의
değiştirildi	변경되었습니다
değiştirildi	바꿨다
değiştirildi	변경됨
anahtar	열쇠
anahtar	키키
japonca	일본어
japonca	일본
japonca	일본인
seviye	레벨
seviye	수준
gönül	심장
gönül	하트
gönül	마음
arkeolojik	고고학
bayanlar	숙녀
harf	글자
harf	편지
başrol	출연
başrol	주연
açılmış	개설
keman	바이올린
keman	바이올리니스트
vakit	타임
vakit	시간
yollar	방법
yollar	도로
yollar	경로
hollandalı	네덜란드령
hollandalı	네덜란드인
hollandalı	네덜란드
hollandalı	네덜란드어
gündüz	하루
gündüz	데이
say	카운트
diş	치아
diş	치과
diş	이빨
blok	차단
blok	블록
blok	블럭
şehit	순교자
şehit	순교
ilave	덧셈
prag	프라하
arpa	보리
kongo	콩고
hesap	계산법
hesap	계산
hesap	수학
hesap	계정
hesap	계좌
köle	노예
köle	노예제
sekizinci	여덟번째
havacılık	항공
havacılık	항공우주
iskoç	스카치
iskoç	스코트어
iskoç	스코틀랜드인
iskoç	스코틀랜드
firma	회사
firma	컴퍼니
firma	기업
maliyeti	비용
değişken	변광성
değişken	변수
sayfalar	페이지
mod	모드
yorumlar	리뷰
yorumlar	댓글
kızılderili	인도
kızılderili	인도인
kızılderili	인디언
yüklü	설치
yüklü	설치됨
kayıtları	등록
kayıtları	레코드
kayıtları	로그
reis	과장
reis	치프
komuta	커맨드
komuta	명령
komuta	명령어
komuta	지휘
komuta	사령부
slovenya	슬로베니아어
slovenya	슬로베니아
sıralama	정렬
sıralama	랭킹
sıralama	계급
sıralama	순위
gelişmeler	개선
gelişmeler	향상
gelişmeler	진전
estonya	에스토니아
senato	상원
senato	상원의원
kuşlar	새들
alçak	낮음
alçak	낮은
alçak	슈퍼배드
isveçli	스웨덴어
isveçli	스웨덴
isveçli	스웨덴인
yaralandı	부상
yaralandı	부상당한
tl	미화
maya	효모
soyadı	성씨
heykeli	조각상
heykeli	여신상
heykeli	동상
fındık	땅콩
avukat	변호사
arşivi	아카이브
arşivi	보관
boyut	크기
boyut	사이즈
boyut	차원
islami	이슬람
sayfaya	페이지
önlemek	예방
önlemek	방지
mahkûm	포로
gezegen	행성
gezegen	플래닛
şerif	보안관
üçlü	삼중
üçlü	트리오
üçlü	트리플
işleme	처리
işleme	가공
işleme	프로세싱
notlar	성적
notlar	노트
ilkokul	초등
nerede	어디
nerede	어디서
nerede	어디로
nerede	어디에
inanç	믿음
inanç	신앙
inanç	신념
ekleme	추가하기
ekleme	삽입
ekleme	추가
konfederasyon	연맹
konfederasyon	연방
garip	괴짜
garip	이상한
garip	이상하다
garip	어색한
heyeti	위임
mit	신화
kişiliği	인격
kişiliği	개성
kişiliği	성격
uygulamaya	구현
çalışmak	퇴근
çalışmak	공부하기
çalışmak	작업
çalışmak	공부
çalışmak	일하기
çalışmak	직장
gitmek	떠나
gitmek	떠나기
alay	모의
alay	연대
alay	풍자
düet	듀엣
kum	모래시계
kum	모래
cüce	왜소은하
cüce	난쟁이
cüce	그놈
özbekistan	우즈베키스탄
belge	문서
belge	문서로
belge	설명서
ruslar	러시아인
tapınağı	신전
tapınağı	템플
tapınağı	사원
elma	사과
elma	애플
nur	라이트
nur	가벼움
nur	가볍게
nur	가벼운
çıkarıldı	삭제됨
çıkarıldı	삭제되었습니다
gezi	견학
gezi	여행
gezi	관광
kaplı	코팅
kaplı	덮여
kaplı	커버
temiz	깨끗하다
temiz	청소
temiz	지우기
temiz	깨끗한
temiz	지우
temiz	맑음
muhteşem	대박
muhteşem	놀라운
muhteşem	어메이징
muhteşem	화려한
muhteşem	이쁜
muhteşem	화려하다
başlattı	시작됨
töreni	의식
güneybatı	남서부
güneybatı	남서
güneybatı	사우스웨스트
görevli	승무원
yaban	야생
yaban	와일드
boya	페인팅
boya	페인트
boya	염색
yemen	예멘
gümrük	세관
gümrük	관습
gümrük	관세
doğrusal	선형
doğrusal	직선형
türler	유형
türler	장르
türler	종족
başarılar	성공함
başarılar	업적
başarılar	달성
başarılar	성취
başarılar	기록
başarılar	성공적
başarılar	성공
uyuşturucu	약물
uyuşturucu	의약품
uyuşturucu	약품
uyuşturucu	쩔어
uyuşturucu	마약
politikaları	정책
emri	칙령
besin	영양실조
besin	영양
besin	영양소
floransa	플로렌스
floransa	피렌체
uyumlu	호환
şeytan	악마
şeytan	사탄
başarıyla	성공적
başarıyla	성공적으로
başlıklı	후드
öteki	다른
öteki	기타
tesisleri	시설
vakıf	파운데이션
vakıf	재단
katliamı	학살
eleştiri	평론
eleştiri	비평
eleştiri	비평가
eleştiri	크리틱스
eleştiri	비판
kiev	키예프
nijerya	나이지리아
nijerya	니제르
gine	기니
terör	공포
terör	테러리스트
terör	테러
terör	테러리즘
araçlar	도구
araçlar	차량
bakım	케어
bakım	정비
bakım	점검
bakım	유지보수
otel	호텔
otel	모텔
tanımı	정의
anıt	기념관
anıt	메모리얼
anıt	모뉴먼트
anıt	기념비
anıt	기념물
anıt	기념탑
rekabet	경쟁력
rekabet	경쟁
harika	대박
harika	놀라운
harika	멋진
harika	어메이징
balina	고래
bürokrat	관료
askerlik	군사
sahipleri	소유자
çıplak	누드
sağlıklı	건강
sağlıklı	건강한
sağlıklı	건강하게
çıkarma	뺄셈
çıkarma	추출
bilge	현명한
bilge	지혜로운
bilge	지혜
damat	신랑
damat	신랑이
rüzgar	바람
dağlar	힐스
dağlar	언덕
dağlar	산맥
örümcek	거미
örümcek	스파이더
eylem	활동
eylem	행동
eylem	동작
eylem	액션
eylem	작업
kırk	마흔
davranış	동작
davranış	태도
davranış	행위
davranış	행동
akıllı	지혜로운
akıllı	지능형
akıllı	현명한
akıllı	영리한
akıllı	지혜
akıllı	영리
akıllı	스마트
kuvvetli	스트롱
kuvvetli	강한
ibranice	히브리어
ibranice	히브리
akımı	스트리밍
akımı	스트림
akımı	흐름
kütüphane	라이브러리
kütüphane	도서관
konak	맨션
konak	저택
konak	주최
konak	호스트
akan	흐르는
kayıtlı	등록
kayıtlı	등기
romalı	로마인
romalı	로만
romalı	로마
hastalıkları	질병
kafa	머리
kafa	헤드
ihlal	침해
ihlal	위반
karakterleri	문자
karakterleri	등장인물
hitit	히타이트
sürüldü	추방
etkiler	영향
etkiler	효과
görevden	무시
görevden	닫기
görevden	해산
ihraç	내보내기
ihraç	수출
tutuklandı	체포
romalılar	로마인
organizasyon	조직
organizasyon	기구
organizasyon	단체
rastgele	랜덤
rastgele	무작위로
rastgele	무작위
ajansı	에이전시
ajansı	대리점
ajansı	대행사
kaybı	손실
kaybı	상실
düzen	주문
düzen	레이아웃
düzen	형성
düzen	배치
düzen	순서
yükseklik	고도
yükseklik	높이
yükseklik	키는
anıtı	기념비
anıtı	모뉴먼트
anıtı	기념탑
anıtı	기념물
kemer	벨트
kemer	아치
kuşatma	포위전
istenen	요청함
istenen	원하는
üreme	사육
üreme	번식
üreme	전파
okula	학원
okula	학교는
okula	스쿨
okula	학교
geçirmek	지출
moleküler	분자
pamuk	스노우
yaklaşım	근사
yaklaşım	접근법
yaklaşım	접근
cep	세포
cep	포켓
cep	주머니
cep	셀프
etkinlik	활동
etkinlik	이벤트
etkinlik	행사
merak	원더
merak	궁금해
merak	호기심
kaybeden	루저
kaybeden	패자
plastik	플라스틱
plastik	성형외과
plastik	비닐
plastik	성형
sayfayı	페이지
devriye	순찰
pekin	베이징
patlama	분출
patlama	폭발
açısı	앵글
açısı	각도
sesli	모음
sesli	음성
sesli	목소리
günlüğü	일기장
günlüğü	저널
günlüğü	학술지
günlüğü	일기
günlüğü	다이어리
günlüğü	학술
saldırıları	공격
yasak	금지
yalan	거짓말
suikast	암살
sunucusu	발표자
sunucusu	서버
iktidar	판결
ayaklanması	폭동
ayaklanması	봉기
endüstriyel	공업
endüstriyel	산업
açıklaması	설명
açıklaması	묘사
alışveriş	구매하기
alışveriş	구매
alışveriş	구입
alışveriş	상점
alışveriş	가게
alışveriş	쇼핑
sahte	거짓
sahte	위조
sahte	허위
sahte	가짜
uygulamalar	어플리케이션
uygulamalar	애플리케이션
mor	보라색
mor	자주색
işlemleri	거래
işlemleri	트랜잭션
uç	날아라
uç	플라이
arkeoloji	고고학
babil	바빌론
babil	바벨
sistemler	체계
sistemler	시스템
güvenliği	안전성
güvenliği	안전
tapınak	신전
tapınak	템플
tapınak	사원
romantik	로맨스
romantik	낭만
romantik	연애
romantik	낭만적
romantik	로맨틱
romantik	낭만주의
bahçesi	정원
bahçesi	가든
öncü	파이오니아
öncü	파이어니어
merkezleri	센터
tahrip	폭파
ürdün	조르당
ürdün	조던
şans	행운
şans	기회
şans	럭키
otobüs	버스
tartışmalar	논의
tartışmalar	인수
tartışmalar	토론
tartışmalar	논쟁
tartışmalar	인자
tartışmalar	분쟁
oluşturulmuş	생성
yüce	슈프림
psikoloji	심리학
yiyecek	식품
yiyecek	식량
yiyecek	푸드
yiyecek	음식
yeteneği	능력
yeteneği	능력자
çatışmalar	분쟁
çatışmalar	갈등
kürdistan	쿠르디스탄
kürdistan	쿠르드
yatırım	투자
pembe	분홍색
pembe	핑크
pembe	분홍
kurallar	규칙
kurallar	가이드라인
kurallar	지침
bal	허니
bal	여보
analizi	해석
analizi	해석학
analizi	분석
taksim	택시
tekniği	기법
fırtına	스톰
fırtına	폭풍
fırtına	폭풍우
duygusal	감정
duygusal	센티멘탈
başa	핸들
başa	손잡이
haberleri	소식
haberleri	뉴스
kritik	크리티컬
girişimi	이니셔티브
hareketli	모바일
dostluk	우정
hatun	병아리
sil	지우
sil	지우기
sil	삭제
sil	삭제하기
sil	지워
yörünge	궤도
yöresel	로컬
yöresel	현지
çatışma	분쟁
çatışma	갈등이
çatışma	충돌
çatışma	갈등
peygamber	예언자
yapıları	구조물
yapıları	구조
akustik	어쿠스틱
beklenen	예상
tayland	타이
tayland	타이완
tayland	대만
tayland	태국
teori	이론
zeytin	올리브
otuz	서른
otuz	삼십
aynen	똑같이
aynen	같은
aynen	동일
aynen	동감
aynen	마찬가지로
aynen	정확히
direniş	저항성
direniş	저항운동
direniş	저항
fahri	명예
yanıt	반응
yanıt	답장
yanıt	답글
yanıt	응답
yanıt	대답해
yanıt	대응
yanıt	정답
yanıt	대답
yanıt	답변
kızlar	걸스
kızlar	소녀
kızlar	소녀들
filosu	플리트
filosu	함대
fotoğrafları	사진
fotoğrafları	사진들
kilo	무게
kilo	킬로그램
kilo	파운드
kilo	몸무게
kilo	체중
kilo	몸무게가
kilo	킬로
sahnesi	현장
sahnesi	장면
gereklidir	필수
gereklidir	필요함
bahçe	정원
bahçe	가든
dokuzuncu	아홉번째
fonksiyon	함수
yener	비트
çeşitleri	유형
başlangıcı	발병
kök	뿌리
kök	루트
kök	뿌리기
üssü	베이스
üssü	기지
nesne	대상
nesne	개체
nesne	천체
nesne	물체
nesne	객체
noel	크리스마스
oluşturuldu	만들었습니다
oluşturuldu	생성
sözler	노랫말
sözler	따옴표
sözler	약속
sözler	단어
finansal	재무
finansal	금융
marka	상표
marka	상표권
marka	브랜드
filipinler	필리핀
çocukluk	어린시절
çocukluk	어릴적
değerlendirme	리뷰
değerlendirme	검토
değerlendirme	검수
değerlendirme	검토하기
değerlendirme	평가
değerlendirme	고려
burun	코코
burun	비강
burun	주둥이
kıta	콘티넨탈
kıta	콘티넨털
kıta	대륙
girişi	로그인
girişi	입구
gözlem	모니터링
gözlem	관찰
gözlem	관측
tahran	테헤란
sancak	현수
sancak	배너
veriler	자료
veriler	데이터
kurşun	리드
kurşun	탄환
kurşun	총알
yatay	조경
yatay	풍경
yatay	경관
yatay	수평으로
yatay	수평
ribaund	리바운드
aileler	가족
aileler	부모
aileler	부모님
yöntemleri	방법
yöntemleri	메서드
yöntemleri	수단
salon	라운지
pratik	실용
pratik	연습
pratik	연습생
pratik	실무
pratik	실용적
varşova	바르샤바
aksiyon	활동
aksiyon	행동
aksiyon	동작
aksiyon	액션
aksiyon	작업
mobil	모바일
çam	파인
çam	소나무
ejderha	드래곤즈
ejderha	드래곤
ejderha	드래곤스
ejderha	드래곤볼
nefret	미움
nefret	혐오
nefret	증오
yöneten	감독
göçmen	이민
göçmen	이민호
göçmen	난민
göçmen	이민자
cenaze	장례식장
cenaze	장례식
cenaze	장례
telekom	텔레콤
telekom	통신
roket	로켓
blood	블러드
prenses	공주님
prenses	프린세스
prenses	공주
beden	시체
beden	몸매
beden	크기
beden	몸매가
beden	사이즈
leyla	라일라
bellek	추억
bellek	메모리
bellek	기억
bellek	기억력
torunu	손녀
torunu	손자
avusturyalı	오스트리아인
fin	핀란드어
fin	핀란드
başkanları	대통령
başkanları	회장
mızrak	스피어
mızrak	스피어스
mızrak	랜스
turkish	영어
turkish	잉글리시
edebi	문학
verici	트랜스폰더
verici	송신기
dernek	협회
dernek	박애
olasılık	확률
olasılık	확률론
olasılık	가능성
koro	코러스
koro	합창
denge	균형
denge	잔액
denge	평형
denge	밸런스
risk	리스크
risk	위험
bağlantıları	링크
bağlantıları	연결
bağlantıları	커넥션
tehlike	위험
antlaşma	조약
tutar	금액
seçme	추천
seçme	선택
seçme	선택하기
seçme	대표
kristal	크리스털
kristal	크리스탈
nispeten	상대적으로
manastır	수도원
manastır	수녀원
yüzme	수영
sofya	소피아
yılan	뱀과
yayılan	방산
dersler	레슨
dersler	수업
dersler	강좌
dersler	코스
dersler	과정
dersler	강연
dersler	강습
dersler	강의
dersler	클래스
güneye	사우스
güneye	남부
güneye	남쪽
kocası	남편
çarşamba	수요일
şirketleri	회사
satranç	체스
vahşi	야생
vahşi	와일드
iniş	랜딩
iniş	착륙
yakup	야곱
yakup	제이콥
katedrali	성당
katedrali	대성당
kanıt	증명
kanıt	증거
korunması	보호
korunması	보호하기
slovakya	슬로바키아
belirten	지정
evrim	에볼루션
evrim	진화
evrim	진화론
düzensiz	불규칙
alfa	알파
tedavisi	치료
tedavisi	시술
bükreş	부쿠레슈티
maalesef	불행히도
yuvarlak	원형
yuvarlak	라운드
yuvarlak	순환
cisim	대상
cisim	천체
cisim	객체
cisim	개체
kullanıcıları	사용자
tütün	담배
bateri	드럼은
bateri	드럼
oksijen	산소
ceylan	가젤
eklenen	추가되었습니다
eklenen	추가됨
meryem	메리
meryem	마리아
meryem	성모
meryem	마돈나
malezya	말레이시아
malezya	말레이시아어
savaşlar	전쟁
savaşlar	전투
geliştirmek	개선
geliştirmek	개선하기
geliştirmek	보정
geliştirmek	향상
geliştirmek	개발
yiğit	히어로
yiğit	영웅
yiğit	발리언트
lüksemburg	룩셈부르크
çeşme	분수
muhafaza	보존
matematikçi	수학자
atış	사격
atış	피치
atış	총격
atış	촬영
tura	여행
tura	투어
tura	둘러보기
tura	원수
tura	구경
tura	관광
erik	자두
kiraz	앵두
kiraz	체리
kiraz	벚꽃
yargı	심판
yargı	사법제도
yargı	사법
yargı	판단력
yargı	판결
yargı	판단
adalar	제도
misafir	참석자
misafir	손님들
misafir	게스트
misafir	게스트로
misafir	손님
kule	타워
astronomi	천문학
skor	점수
skor	득점
şimşek	천둥
şimşek	라이트닝
şimşek	번개
şimşek	썬더
şimşek	선더
genişliği	너비
burda	여기에
burda	여기
turistik	관광객
adem	애덤
adem	아담
ayaklanma	폭동
ayaklanma	봉기
ayaklanma	반란
katılmak	참여하기
katılmak	참여
katılmak	가입하기
katılmak	가입
tibet	티베트
tibet	티베트족
tibet	티베트어
mekke	메카
venezuela	베네수엘라
kartaca	카르타고
yetişkin	성인
yetişkin	어른
ağız	구강
hükümdar	주권
hükümdar	군주
hükümdar	통치자
hükümdar	모나크
hediye	현재
hediye	선물
hediye	경품
koşulları	용어
koşulları	약관
koşulları	조건
doğmuş	탄생
doğmuş	출생
izleme	모니터링
izleme	트래킹
izleme	추적
izleme	보기
sembolü	기호
sembolü	상징
tekstil	섬유
tekstil	직물
