और	en
तारा	ster
द्वार	deur
द्वार	poort
द्वार	deuren
द्वार	hek
मुख्यतः	hoofdzakelijk
मुख्यतः	voornamelijk
आनंद	genieten
आनंद	geniet
कम्पनी	onderneming
कम्पनी	gezelschap
कम्पनी	bedrijf
जिनकी	wiens
स्थायी	blijvend
स्थायी	blijvende
स्थायी	permanente
लकड़ी	hout
लकड़ी	houten
गोल	doel
गोल	rond
गोल	ronde
गोल	doelstelling
गोल	doelpunt
गोल	rondje
तल	bodem
तल	verdieping
तल	onderkant
तल	vloer
पू	poep
पू	poepen
ऋण	lening
ऋण	schuld
ऋण	schuldenlast
ऋण	leningen
ऋण	schulden
नंबर	nummer
नंबर	aantal
नंबर	getal
त्वचा	huid
अधिकारियों	agenten
अधिकारियों	autoriteiten
अधिकारियों	officiers
अधिकारियों	leidinggevenden
अधिकारियों	officieren
जटिल	gecompliceerd
जटिल	gecompliceerde
जटिल	ingewikkelde
जटिल	complexe
जटिल	ingewikkeld
हमला	aanvallen
हमला	aanval
आपूर्ति	leveringen
आपूर्ति	voorraad
आपूर्ति	benodigdheden
आपूर्ति	voorraden
आपूर्ति	bevoorrading
अर्थशास्त्र	economie
दर्ज	geregistreerd
दर्ज	opgenomen
दर्ज	genoteerd
हस्ताक्षर	ondertekening
हस्ताक्षर	handtekeningen
हस्ताक्षर	handtekening
हस्ताक्षर	ondertekenen
कानूनी	juridische
कानूनी	wettelijk
कानूनी	legaal
कानूनी	wettig
कानूनी	juridisch
कानूनी	legitiem
टिप्पणी	opmerkingen
टिप्पणी	notities
टिप्पणी	reactie
टिप्पणी	opmerking
टिप्पणी	toelichting
टिप्पणी	commentaar
टिप्पणी	reacties
टिप्पणी	commentaren
टिप्पणी	noten
टिप्पणी	aantekeningen
स्मृति	geheugen
स्मृति	herinnering
स्मृति	herinneringen
राजनैतिक	politieke
राजनैतिक	politiek
तीव्र	intensief
तीव्र	snelle
तीव्र	tropisch
तीव्र	tropische
तीव्र	vasten
तीव्र	heftig
तीव्र	snel
तीव्र	intens
सम्बन्धित	overeenkomstige
सम्बन्धित	gerelateerd
सम्बन्धित	verwant
सम्बन्धित	corresponderende
सम्बन्धित	gerelateerde
सम्बन्धित	verwante
हाइड्रोजन	waterstof
चयन	selectie
चयन	selecties
राजनीतिज्ञ	politica
राजनीतिज्ञ	politicus
यूनानी	griekse
यूनानी	griekenland
यूनानी	grieks
यूनानी	griek
जॉर्ज	joris
स्वर्ण	goud
ठोस	stevig
ठोस	solide
ठोस	massief
ठोस	tastbare
ठोस	vaste
ठोस	tastbaar
सभ्यता	beschaving
विदेश	buitenland
विदेश	buitenlands
दवा	medicijnen
दवा	geneesmiddel
दवा	medicatie
दवा	geneeskunde
ऋषि	salie
शेयर	aandelen
गर्म	warm
गर्म	heet
सौर	zonne
पंथ	credo
पंथ	geloofsovertuiging
एशियाई	aziatisch
एशियाई	aziatische
अपेक्षाकृत	relatief
परिभाषा	definitie
पति	echtgenoot
सफेद	wit
सफेद	witte
संधि	verdrag
वैकल्पिक	alternatief
वैकल्पिक	plaatsvervanger
वैकल्पिक	optioneel
वैकल्पिक	facultatief
वैकल्पिक	alternatieve
वैकल्पिक	optionele
वैकल्पिक	facultatieve
वैकल्पिक	afwisselen
हार	halsketting
हार	nederlaag
हार	ketting
हार	halssnoer
हार	verslaan
समाधान	oplossing
समाधान	oplossingen
समाधान	resolutie
जेल	gevangenis
जोड़ा	koppel
जोड़ा	paar
हिमालय	himalaya
राजमार्ग	autowegen
राजमार्ग	snelweg
राजमार्ग	snelwegen
पेड़	bomen
पेड़	boom
पेड़	boomstructuur
कैरियर	carrière
कैरियर	loopbaan
कैरियर	vervoerder
कैरियर	drager
कैरियर	carriere
कैरियर	carrières
इंच	inch
इंच	centimeter
इंच	centimeters
डिजिटल	digitaal
श्रेष्ठ	superieure
श्रेष्ठ	superieur
निगम	corporatie
आग	brand
आग	vuren
आग	vuur
चैम्पियनशिप	kampioenschap
शराब	wijn
पौधे	plantjes
पौधे	planten
जमीन	grond
खाने	eten
हाथों	handen
हाथों	handjes
बाज़ार	markten
बाज़ार	markt
मस्जिद	moskee
किरदार	karakters
किरदार	tekens
किरदार	personages
निर्धारण	armaturen
नुकसान	verliezen
नुकसान	verlies
नुकसान	beschadigingen
नुकसान	beschadiging
नुकसान	schade
आकर्षित	trekken
आकर्षित	aantrekken
आकर्षित	aangetrokken
लाने	halen
लाने	ophalen
रखी	gelegd
रस	sap
रस	sappen
सेट	instellen
सेट	verzamelingen
सेट	ingesteld
भेद	onderscheidingen
भेद	onderscheid
भेद	geheim
फोन	telefoon
फोन	telefoons
शक्तिशाली	krachtig
शक्तिशाली	krachtige
शक्तिशाली	machtig
व्याकरण	grammatica
अवार्ड	gunning
अवार्ड	onderscheiding
कौन	wie
चिह्न	pictogram
चिह्न	teken
चिह्न	symbool
चिह्न	icoon
चिह्न	ondertekenen
चिह्न	tekenen
चिह्न	onderteken
चिह्न	symbolen
वर्गीकरण	classificatie
वर्गीकरण	indeling
जोड़	toevoeging
जोड़	optellen
आरोप	aanklachten
आरोप	aanklacht
उड़ान	vlucht
महासागर	oceaan
महासागर	oceanen
माल	rijkdom
एयर	lucht
महसूस	voelen
महसूस	voel
अध्याय	hoofdstukken
अध्याय	hoofdstuk
कराया	gepantserde
विमानक्षेत्र	luchthaven
विमानक्षेत्र	vliegveld
दान	giften
दान	schenkingen
दान	geschonken
दान	liefdadigheidsinstelling
दान	donatie
दान	schenking
दान	gedoneerd
दान	doneren
दान	donaties
दान	liefdadigheid
अनुपात	verhouding
अनुपात	gradiënt
अनुपात	hellingen
अनुपात	helling
अनुपात	verloop
विद्रोह	opstand
विद्रोह	rebellie
विद्रोह	opruiing
कक्षा	klasse
कक्षा	klaslokaal
कक्षा	klas
स्नातक	afgestudeerd
स्नातक	afgestudeerde
स्नातक	geslaagd
स्नातक	afstuderen
स्नातक	vrijgezel
इंजीनियरिंग	machinebouw
इंजीनियरिंग	techniek
मूर्ति	standbeelden
मूर्ति	idool
माइकल	michaël
माइकल	michiel
संस्थापक	stichter
संस्थापक	oprichter
इलाज	genezing
इलाज	behandelen
इलाज	behandel
इलाज	traktatie
इलाज	behandeling
इलाज	geneesmiddel
इलाज	kuur
इलाज	genezen
अभ्यास	oefenen
अभ्यास	beoefenen
अभ्यास	oefening
अभ्यास	praktijk
शाही	koninklijke
शाही	koninklijk
पाकिस्तानी	pakistaanse
ब्लैक	zwart
ब्लैक	zwarte
भेजा	gestuurd
भेजा	verstuurd
भेजा	verzonden
संसाधन	informatiebronnen
संसाधन	hulpbronnen
संसाधन	middelen
संसाधन	bronnen
संसाधन	hulpbron
जीन	gen
मजबूत	sterk
मजबूत	sterken
मजबूत	sterke
मजबूत	robuuste
मजबूत	robuust
बढ़ाने	versterken
बढ़ाने	verbeteren
प्रोग्राम	programma
प्रोग्राम	programmeren
मिश्रित	vermengd
मिश्रित	gemengd
मिश्रित	gemengde
मिश्रित	gemixt
निरंतर	constante
निरंतर	continue
निरंतर	continu
निरंतर	doorlopend
निरंतर	ononderbroken
निरंतर	doorlopende
प्रबंध	managen
प्रबंध	beheren
पदक	medaille
व्यंजन	keuken
व्यंजन	medeklinkers
परिस्थितियों	situaties
जमा	deposito
जमा	stortingen
जमा	storten
जमा	storting
स्त्री	vrouwtje
स्त्री	vrouwelijk
स्त्री	vrouwelijke
स्त्री	vrouw
चित्रण	trekken
चित्रण	illustratie
चित्रण	tekenen
यातायात	verkeer
यातायात	luchtwegen
यातायात	vervoer
सूक्ष्म	subtiele
सूक्ष्म	subtiel
लंबाई	lengte
हेनरी	hendrik
डाला	binnengekomen
डाला	binnengegaan
समीक्षा	beoordelingen
समीक्षा	recensies
समीक्षा	beoordeling
समीक्षा	herziening
समीक्षा	recensie
मोटर	motorische
कर्मचारियों	medewerkers
कर्मचारियों	werknemers
हमले	aanvallen
हमले	aanslagen
हमले	aanval
अक्षर	brief
अक्षर	letteren
अक्षर	karakters
अक्षर	tekens
अक्षर	brieven
अक्षर	karakter
अक्षर	personage
अक्षर	lettergreep
अक्षर	personages
कारक	factoren
किंगडम	koninkrijk
बीज	zaad
बीज	zaden
बीज	zaaizaad
बीज	zaaigoed
जल्दी	vroeg
जल्दी	vroege
जल्दी	snelle
जल्दी	snel
जल्दी	vlug
यंत्र	apparaat
यंत्र	instrumenten
यंत्र	toestel
कदम	stap
कदम	stapje
कदम	treden
कदम	stappen
कदम	stapjes
साथी	metgezel
साथी	handlanger
साथी	medeplichtige
ऊपरी	hoofdletters
ऊपरी	hoofdletter
ऊपरी	bovenste
