категория	categorie
бабушка	grootmoeder
бабушка	oma
симфония	symfonie
скажите	zeg
скажите	zeggen
разрешено	toegestane
разрешено	geautoriseerd
разрешено	toegelaten
разрешено	toegestaan
гражданские	burgerlijk
гражданские	civiel
гражданские	burgers
гражданские	burgerlijke
гражданские	civiele
вызвали	ontboden
вызвали	geroepen
вызвали	opgeroepen
яковлев	jakovlev
проектирование	vormgeving
проектирование	ontwerp
проектирование	ontwerpen
повышенной	verhoogde
функционирования	functioneert
функционирования	functioneren
функционирования	functionerend
низкая	lage
низкая	laag
завершено	ingevuld
завершено	afgerond
завершено	klaar
завершено	afgewerkte
завершено	voltooide
завершено	afgewerkt
завершено	voltooid
сталинская	stalinistische
франс	frankrijk
индейцы	indiërs
индейцы	indianen
польшу	polen
толщиной	dik
толщиной	dikke
достоинство	waardigheid
верующих	trouwe
верующих	gelovigen
верующих	getrouwe
верующих	trouw
пустыни	woestijn
пустыни	woestijnen
оборона	verweerschrift
оборона	verdediging
оборона	defensieve
оборона	verweer
оборона	defensief
оборона	defensie
оборона	verdedigen
дяди	ooms
христос	christus
героиня	heldin
снята	ingetrokken
снята	teruggetrokken
требовать	vereisen
приобретает	verkrijgt
приобретает	verwerft
согласиться	akkoord
пещера	grot
кабардино	kabardië
снимаю	filmen
гости	bezoekers
гости	gasten
обнаружена	ontdekte
обнаружена	gedetecteerd
обнаружена	ontdekt
переворот	staatsgreep
южные	zuidelijk
обслуживание	dienst
обслуживание	dienstverlening
обслуживание	diensten
религиозный	religieus
религиозный	religieuze
сортов	rassen
сортов	variëteiten
выделение	selectie
вероятности	waarschijnlijkheden
банки	potten
банки	blikken
банки	potjes
банки	blikjes
банки	kruiken
банки	banken
патриархата	patriarchaat
используемый	gebruikte
используемый	gebruikt
настоящие	echt
настоящие	echte
настоящие	authentieke
настоящие	authentiek
настоящие	reëel
тяжёлый	zware
тяжёлый	heftig
тяжёлый	zwaar
сорок	veertig
курган	koergan
стояла	stond
временной	temporale
запретить	verbod
запретить	verbieden
крыша	dak
промышленный	industriële
промышленный	industrieel
продюсеры	producenten
объяснение	verklaring
объяснение	uitleg
объяснение	toelichting
уэст	westelijk
уэст	westen
атмосферу	atmosfeer
атмосферу	sfeer
атмосферу	dampkring
добавления	aanhangsels
добавления	bijlagen
добавления	aanvullingen
добавления	toevoegingen
прорыв	doorbraak
сложный	gecompliceerd
сложный	gecompliceerde
сложный	ingewikkelde
сложный	complexe
сложный	ingewikkeld
мастерство	vaardigheden
мастерство	kunde
мастерство	vaardigheid
мастерство	vakmanschap
сущность	essentie
дизель	dieselolie
приоритет	prioritair
приоритет	prioriteit
приоритет	voorrang
кратко	kort
кратко	korte
кратко	kortstondig
кратко	beknopt
боли	pijn
секс	seks
секс	geslacht
уолтер	wouter
инцидент	voorval
посредничества	bemiddeling
серый	grijs
серый	grijze
точность	juistheid
точность	precisie
точность	nauwkeurigheid
просмотра	bezichtiging
просмотра	bekijken
политбюро	politbureau
альянс	alliantie
альянс	bondgenootschap
альянс	verbond
заявляет	verklaart
изящных	sierlijk
изящных	sierlijke
проза	proza
белки	proteïnen
белки	proteïne
белки	eekhoorns
белки	eiwitten
белки	eiwit
мяса	vlees
управляет	beheert
скандал	schandaal
скандал	schandalen
разницы	marge
свадьбы	huwelijken
свадьбы	huwelijk
свадьбы	trouwfeest
свадьбы	bruiloften
свадьбы	bruiloft
ранение	letsels
ранение	letsel
ранение	blessure
ранение	wond
ранение	wonde
ранение	verwonding
ранение	schade
орловская	orjol
подразумевает	impliceert
подразумевает	impliciete
подразумевает	impliciet
арбитра	arbiter
цепь	ketting
цепь	keten
видна	zichtbaar
видна	zichtbare
пруд	vijver
звёздный	stellaire
пятой	vijfde
делегации	delegaties
умершего	overledene
умершего	overledenen
умершего	overleden
длиннее	langer
длиннее	langere
заменены	vervangen
процессор	processor
процессор	verwerker
изредка	incidenteel
эксперименты	proefnemingen
эксперименты	experimenteren
эксперименты	proeven
эксперименты	experimenten
монах	monnik
