que	那個
transformación	轉換
deportista	運動員
genera	生成
rebeldes	叛軍
rebeldes	反叛
rebeldes	叛亂分子
rebeldes	叛亂份子
visitantes	訪客
visitantes	遊客
ropa	衣服
ropa	服飾
ropa	服裝
ropa	衣物
máquinas	機械
máquinas	機器
acabar	完成
síndrome	症候群
soledad	孤單
soledad	孤獨
soledad	寂寞
localizado	位於
tiendas	商店
tiendas	店鋪
tiendas	購物
tiendas	買東西
tiendas	帳篷
cuello	項圈
cuello	頸
cuello	頸部
cuello	脖子
cuello	領
propuestas	提議
orientales	東方
orientales	東部
asalto	突擊
asalto	侵
asalto	攻擊
asalto	毆打
científicas	科學
científicas	科學家
éstas	這些
procesión	遊行
compromiso	互動
compromiso	參與
compromiso	折衷
compromiso	訂婚
compromiso	承諾
compromiso	妥協
consecuencias	後果
ranking	排名
abuelo	爺爺
abuelo	祖父
quizá	也許
quizá	或許
novia	女友
novia	新娘
novia	女朋友
utilización	使用
utilización	利用
utilización	用量
utilización	用法
heridos	負傷
heridos	傷
heridos	受傷
activos	活躍
activos	積極
activos	資產
viva	活著
viva	直播
viva	活
quince	十五
minerales	礦產
minerales	礦物質
minerales	礦物
miedo	恐懼
miedo	嚇人
miedo	可怕
vapor	蒸汽
vapor	蒸氣
servir	發球
servir	服務
alimentación	餵食
alimentación	飼料
alimentación	食物
alimentación	進食
alimentación	食品
alimentación	動態
alimentación	糧食
alimentación	餵養
navidad	聖誕節
navidad	聖誕
promover	推廣
aprobación	核可
aprobación	收養
aprobación	核准
aprobación	批准
intelectual	智力
luchar	戰鬥
luchar	打
luchar	打架
traslado	轉讓
traslado	轉移
traslado	遷移
traslado	轉帳
traslado	搬遷
navegación	帆船
navegación	航行
navegación	航海
navegación	導航
navegación	瀏覽
desaparición	失蹤
resolver	解
resolver	解決
resolver	決心
resolver	決斷
cuentas	珠
cuentas	決算
desaparecidos	遺失
desaparecidos	缺少
desaparecidos	失蹤
lluvia	雨
lluvia	雨水
lluvia	下雨
interno	內部
interno	實習
tradiciones	傳統
académicos	學者
académicos	學術
industriales	工業
dispositivos	裝置
creciente	生長
creciente	增加
creciente	成長
marcador	標記
marcador	書籤
crucero	巡洋艦
crucero	郵輪
crucero	巡航
apariciones	表象
apariciones	外表
pesos	加權
pesos	重量
ocupar	佔據
ocupar	佔領
ocupar	佔用
directora	導演
directora	司長
directora	主任
coste	成本
coste	費用
realizando	表演
polo	竿
polo	鋼管
medias	褲襪
medias	襪子
medias	襪
medias	絲襪
medias	平均值
proteínas	蛋白質
proteínas	蛋白
fundadores	創始人
fundadores	建國
fundadores	創始
fundadores	創辦人
depresión	沮喪
depresión	抑鬱症
depresión	蕭條
depresión	抑鬱
firmado	簽署
firmado	簽名
firmado	署名
clientes	客戶
clientes	顧客
barra	酒吧
destruir	毀滅
destruir	消滅
destruir	摧毀
mente	心靈
mente	頭腦
limitada	限量
limitada	有限
limitada	受限
limitada	限
tus	你的
relatos	故事
relatos	動態
relatos	決算
protagonistas	主演
tribus	部族
tribus	部落
cientos	成百上千
cientos	數百
teclados	鍵盤
meridional	南部
meridional	南方
invitados	邀請
invitados	受邀
invitados	來賓
invitados	客人
invitados	賓客
carbono	碳
carbono	炭
plazas	地方
plazas	地點
plazas	方塊
específicamente	具體地說
occidentales	西方
occidentales	西部
existente	現存
existente	現有
techo	屋頂
comando	突擊隊
comando	指揮
comando	命令
incendio	火災
incendio	消防
incendio	縱火
incendio	火焰
incendio	火
intentos	企圖
cae	瀑布
cuestiones	問題
culturas	文化
costumbres	海關
costumbres	習性
costumbres	關稅
costumbres	自訂
costumbres	習慣
costumbres	定制
riqueza	財富
hogares	住家
hogares	住戶
dispositivo	裝置
frutos	水果
frutos	果實
frutos	果
solicitud	申請
solicitud	申請書
solicitud	要求
solicitud	請求
silla	鞍
silla	椅子
silla	椅
silla	馬鞍
informática	電子計算機
informática	電腦
informática	計算
informática	計算機
informática	運算
fronteras	界線
fronteras	邊境
fronteras	邊疆
fronteras	界限
fronteras	邊框
fronteras	邊界
construcciones	建設
construcciones	施工
construcciones	建築
construcciones	建築物
construcciones	建構
maíz	玉米
gato	貓咪
gato	貓
azúcar	糖業
azúcar	糖
azúcar	食糖
millón	百萬
defunción	死亡
defunción	死神
lesión	損傷
sonidos	噪音
salvar	打撈
salvar	救助
salvar	搶救
individuo	個別
individuo	個人
individuo	個體
siente	感受
siente	感覺
dividido	分裂
giro	扭曲
giro	扭
crimen	犯罪
correcto	右
esclavos	奴隸
abrir	開幕
abrir	開啟
abrir	開
abrir	開放
abrir	營業
abrir	開局
largos	長
largos	久
inmediato	即時
interpreta	詮釋
automóviles	車
automóviles	汽車
sábado	週六
sábado	星期六
cuartel	總部
cuartel	營房
cuartel	兵營
cuartel	軍營
héroes	英雄
perspectiva	展望
perspectiva	觀點
perspectiva	透視
perspectiva	視角
cuevas	山洞
cuevas	洞穴
correspondientes	相應
correspondientes	對應
suprema	最高
decoración	裝潢
decoración	裝飾
gama	山脈
gama	伽瑪
gama	射程
gama	範圍
foro	論壇
copia	拷貝
copia	副本
copia	複製
muros	牆
muros	城牆
muros	牆壁
retorno	返回
retorno	回歸
europeas	歐洲
lógica	邏輯
segura	安全
segura	平安
cuarenta	四十
costo	成本
costo	費用
extinción	絕種
extinción	滅絕
típico	典型
nativos	原生
conferencias	演講
conferencias	講課
conferencias	講座
ajedrez	棋
ajedrez	象棋
ajedrez	西洋棋
habitación	房
habitación	客房
habitación	房間
señales	標誌
señales	訊號
señales	跡象
tensión	張力
tensión	電壓
cesar	凱撒
conciencia	良知
conciencia	知覺
conciencia	良心
conciencia	意識
seminario	神學院
seminario	討論會
seminario	研討會
técnicos	技術
palmas	棕櫚
palmas	手心
palmas	手掌
órganos	器官
órganos	風琴
gusta	讚
entradas	門票
entradas	票券
entradas	票
entradas	條目
entradas	車票
pelo	發
pelo	毛髮
pelo	髮型
pelo	頭髮
estatus	狀態
estatus	狀況
estatus	現況
contemporáneo	當代
turístico	旅遊
turístico	遊客
seco	乾
seco	乾燥
huracán	颶風
cumbre	峰會
residentes	居民
conservador	保守
conservador	保守派
conservador	館長
rueda	車輪
rueda	輪
valles	山谷
completar	完整
completar	完成
pacto	契約
pacto	緊湊
pacto	協約
pacto	約定
llamar	呼叫
llamar	打電話
llamar	致電
llamar	通話
llamar	電話
contribuciones	捐款
contribuciones	繳款
opiniones	意見
opiniones	評語
opiniones	審查
brazos	軍火
consejero	參贊
consejero	輔導員
consejero	顧問
cámaras	照相機
cámaras	攝影機
cámaras	相機
cámaras	凸輪
cámaras	鏡頭
interpretar	詮釋
autopista	高速公路
autopista	公路
parcial	部分
parcial	局部
parcial	偏向
originaria	源於
incluidos	包括
séptimo	第七
historial	歷史
impuestos	納稅
impuestos	稅款
impuestos	稅收
impuestos	稅務
impuestos	稅
impuestos	稅金
reloj	手錶
reloj	鍾
reloj	時鐘
reloj	觀看
reloj	鐘
intensidad	密度
intensidad	強度
definir	界定
definir	定義
liberales	自由主義
gabinete	內閣
equilibrio	平衡
equilibrio	餘額
equilibrio	均衡
equilibrio	結餘
esquina	角
esquina	角落
esquina	轉角
recuerdo	紀念品
recuerdo	紀念
recuerdo	記憶
recuerdo	回憶
recuerdo	記憶力
recuerdo	記憶體
japoneses	日本人
japoneses	日文
inmigrantes	移民
pared	牆
pared	圍牆
pared	壁
pared	牆壁
órbita	軌道
aceptado	接受
tropicales	熱帶
designados	指定
asistió	出席
cima	熱門
cima	頂端
cima	最高
cima	峰會
cima	頂
soviético	蘇維埃
atletismo	曲目
atletismo	追蹤
atletismo	軌跡
atletismo	軌道
atletismo	田徑
silencio	無聲
silencio	寂靜
silencio	緘默
silencio	沈默
trofeo	獎杯
trofeo	獎盃
trofeo	戰利品
ocupado	繁忙
ocupado	忙
ocupado	忙著
ocupado	忙碌
arqueológico	考古
arqueológico	考古學
pobres	窮
reconstrucción	重建
tratados	條約
óperas	歌劇
presa	水庫
presa	水電站
presa	大壩
presa	水壩
presa	壩
presa	獵物
oportunidades	機會
oportunidades	機遇
usados	使用
monarquía	君主政體
monarquía	君主
monarquía	君主制
lobo	狼
biología	生物學
biología	生物
dividida	分割
dividida	分裂
víctima	受害者
víctima	死者
víctima	受害人
incremento	增量
incremento	增加
incremento	提高
incremento	遞增
teología	神學
nobleza	貴族
nobleza	高尚
cultivos	莊稼
cultivos	農作物
cultivos	作物
cultivos	文化
gusto	味覺
gusto	味道
gusto	品味
gimnasia	體操
gimnasia	健身房
gimnasia	體育館
refugio	收容所
refugio	避難所
refugio	避難
automóvil	車
automóvil	汽車
renuncia	辭職
renuncia	棄權
filósofo	哲學家
rasgos	特點
rasgos	地物
rasgos	特徵
rasgos	特色
rasgos	功能
cantar	唱
cantar	唱歌
cantar	歌唱
cantar	歌聲
pino	松樹
pino	松
usualmente	通常
lucía	露西
absoluto	絕對
absoluto	絕對值
herramienta	工具
águila	鷹
águila	雕
águila	鵰
águila	老鷹
camiseta	襯衫
camiseta	襯衣
camiseta	衫
registrado	註冊
cabello	發
cabello	毛髮
cabello	髮型
cabello	頭髮
reinos	王國
permiso	許可
permiso	許可證
permiso	允許
musulmanes	穆斯林
diversidad	多元化
diversidad	多樣化
diversidad	多樣性
testamento	將
testamento	威爾
sudeste	東南
cortos	短
cortos	矮
cortos	短期
cortos	短褲
cortos	簡短
fracaso	失敗
superar	克服
drogas	藥品
drogas	毒品
drogas	藥物
cantidades	金額
cantidades	數額
cantidades	數量
cantidades	款額
persecución	追求
persecución	追逐
persecución	追
persecución	大通
persecución	迫害
persecución	追擊
centenario	百年
cuerdas	弦樂
nominaciones	提名
muestras	樣品
muestras	取樣
muestras	抽樣
muestras	樣本
pertenecía	屬於
obrero	工人
obrero	勞動者
demócrata	民主黨
traducido	翻譯
cerebro	腦袋
cerebro	腦子
cerebro	大腦
cerebro	腦
cerebro	頭腦
sombra	影
sombra	暗影
sombra	陰影
sombra	影子
mercados	市場
toneladas	公噸
toneladas	噸
ganadería	畜牧
ganadería	牲畜
deuda	債務
bancos	板凳
bancos	長凳
bancos	銀行
seleccionado	選取
dudas	疑問
dudas	疑慮
dudas	懷疑
vieron	鋸子
vieron	鋸
partículas	顆粒
partículas	微粒
partículas	粒子
parcialmente	部分
parcialmente	局部
específico	具體
pastor	部長
pastor	大臣
pastor	牧羊人
traje	裝備
traje	西裝
traje	戲服
traje	服裝
traje	西服
traje	套裝
monarca	君主
cifra	圖
escuadra	中隊
escuadra	班長
escuadra	班
escuadra	小隊
profesora	教師
profesora	老師
profesora	教授
enfrentamiento	決戰
enfrentamiento	對峙
enfrentamiento	攤牌
enfrentamiento	僵持
enfrentamiento	對抗
enfrentamiento	衝突
enfrentamiento	對決
enfrentamiento	碰撞
enfrentamiento	對立
certamen	競賽
certamen	比賽
certamen	盛會
circulación	環流
circulación	迴圈
circulación	發行量
circulación	流通
gobernación	施政
gobernación	省省
gobernación	省
gobernación	治理
cerrado	鎖定
detalle	細節
detalle	詳細
detalle	詳情
desaparecido	遺失
desaparecido	缺少
desaparecido	失蹤
citado	引用
citado	引述
pekín	北京市
pekín	北京
yugoslavia	南斯拉夫
jamás	從不
jamás	從來沒有
jamás	從未
meta	目標
ampliación	擴展
ampliación	延長
ampliación	延伸
ampliación	膨脹
ampliación	擴大
ampliación	擴建
ampliación	擴張
ampliación	延期
ampliación	拓展
académica	學術
localiza	定位
doctrina	原則
doctrina	教義
doctrina	原理
doctrina	理論
doctrina	學說
cobre	銅礦
cobre	銅
separado	分離
separado	分居
habitualmente	通常
créditos	點數
créditos	信貸
créditos	信用
créditos	學分
coral	合唱
posibilidades	可能性
paciente	病患
paciente	病人
paciente	患者
memorias	記憶
memorias	回憶
memorias	回憶錄
tailandia	泰國
tailandia	曼谷
pobre	窮
calcio	鈣
precios	物價
precios	價
precios	定價
precios	價錢
precios	價格
talento	人才
talento	天賦
talento	天才
talento	才幹
talento	才華
frecuentes	頻繁
frecuentes	共同
frecuentes	經常
frecuentes	通用
frecuentes	常常
frecuentes	常見
captura	擷取
captura	捕獲
captura	捕捉
captura	接住
próxima	下一步
antena	空中
antena	天線
parada	停止
dientes	牙
dientes	牙齒
básica	基本
reemplazado	取代
retirarse	收回
retirarse	撤回
temática	專題
temática	主題
republicana	共和
marcado	標記
marcado	標示
marcado	標識
puentes	橋梁
puentes	橋
previo	先前
volcán	火山
beneficios	獲利
beneficios	利潤
beneficios	營利
beneficios	福利
beneficios	盈利
reproducción	繁殖
reproducción	育種
reproducción	飼養
reproducción	培育
reproducción	生殖
reproducción	播放
reproducción	重播
reproducción	複製
canaria	金絲雀
platino	鉑
platino	白金
fósiles	化石
tablas	板
representaciones	代表性
ofensiva	攻勢
ofensiva	冒犯
rector	教務長
coches	車
coches	汽車
designación	任命
designación	指定
designación	任用
designación	預約
designación	稱謂
incidente	事件
incidente	事變
alicia	愛麗絲
abogados	律師
funcionarios	官員
esperar	等待
esperar	等候
rumbo	課程
negras	黑色
negras	黑
negras	黑人
rumania	羅馬尼亞
mira	觀看
mira	手錶
opciones	選項
legislativo	立法院
fortuna	財富
localizada	位於
legislación	法律
legislación	立法
ramal	分支
ramal	分行
privadas	私人
privadas	隱私
privadas	私營
instrucción	指示
instrucción	教學
instrucción	指令
lanzar	發射
modalidad	模式
accidentes	事故
accidentes	意外
adecuado	適合
adecuado	適當
adecuado	合適
plena	完整
plena	滿
plena	飽
delegación	代表團
restantes	剩餘
electorales	選舉
casada	已婚
misa	質量
misa	彌撒
marrón	棕色
marrón	布朗
marrón	棕
marrón	褐
relevantes	相關
magia	魔力
magia	魔神
magia	神奇
magia	魔術
magia	魔法
núcleos	核
núcleos	核心
vender	賣
vender	銷售
vender	出售
simples	簡單
manejo	處理
campamento	露營
campamento	難民營
campamento	營地
campamento	野營
campamento	營
dorado	金
dorado	金色
dorado	黃金
dorado	金子
celular	牢房
celular	細胞
armando	武裝
diarios	報章
diarios	報刊
diarios	每日
diarios	期刊
pisos	地板
pisos	公寓
directiva	指令
mina	礦山
gráfico	繪圖
gráfico	圖表
gráfico	圖
gráfico	圖形
consultado	存取
gracia	恩典
viuda	遺孀
viuda	寡婦
viuda	喪偶
rescate	拯救
rescate	贖金
rescate	營救
rescate	救助
rescate	救援
rescate	打撈
rescate	搶救
aceptar	接受
relieve	突顯
relieve	救濟
infante	嬰兒
reducido	減少
sobrino	外甥
sobrino	侄子
come	吃了
come	吃
perros	狗
perros	犬
perros	竇
cliente	客戶
cliente	顧客
profundo	深
profundo	深層
ruedas	車輪
ruedas	輪
modificaciones	變化
modificaciones	修正案
modificaciones	修改
modificaciones	改建
modificaciones	變更
modificaciones	變動
modificaciones	更改
modificaciones	修正
inmigración	移民
inmigración	移民局
arqueológicos	考古
arqueológicos	考古學
asociados	夥伴
mariscal	元帥
naranja	橙
naranja	橘子
naranja	橘色
naranja	橙色
naranja	橘
autobuses	巴士
autobuses	公車
embalse	水庫
embalse	水電站
embalse	大壩
embalse	水壩
embalse	壩
embalse	水塘
americanos	美式
rayos	閃電
rayos	射線
rayos	雷
rayos	電光
ducado	公國
ducado	公爵
aficionados	業餘
aficionados	粉絲
condados	各州
condados	各縣
multitud	群眾
multitud	人群
heredero	繼承人
generar	生成
generar	產生
orilla	海岸
orilla	岸
orilla	岸上
orilla	岸邊
finalista	入圍
cátedra	椅
cátedra	演講
cátedra	椅子
cátedra	講座
cátedra	講課
licenciado	研究生
licenciado	畢業
licenciado	畢業生
espiritual	靈性
espiritual	精神
violín	提琴
violín	小提琴
violín	琴
carnaval	狂歡節
seno	胸部
seno	胸
seno	竇
seno	正弦
seno	鼻竇
seno	乳房
playas	沙灘
playas	海灘
síntesis	綜合
síntesis	合成
docente	教師
docente	老師
aceptadas	接受
piragüismo	獨木舟
dirigentes	領導人
dirigentes	領導者
evaluación	評價
evaluación	評估
modos	模式
inscripción	登記
inscripción	招生
inscripción	入學
inscripción	註冊
descubrir	發現
descubrir	探索
enfoque	聚焦
enfoque	專注
enfoque	重點
enfoque	焦點
industrias	工業
industrias	行業
industrias	產業
mejoras	改良
mejoras	改善
mejoras	強化
mejoras	改進
mejoras	升級
mejoras	加強
mejoras	增強
agrícolas	農業
publicar	發文
publicar	發表
publicar	出版
publicar	刊登
publicar	張貼
publicar	郵政
judío	猶太
judío	猶太人
judío	猶太教
abadía	修道院
crédito	信貸
crédito	信用
irak	伊拉克
llevando	承載
llevando	攜帶
visitante	訪客
deberían	應該
operador	經營者
investigador	研究員
investigador	研究者
negociaciones	談判
marítimo	海事
inclinación	傾斜
inclinación	意向
inclinación	傾向
físicas	物理
físicas	物理學
federales	聯邦
judía	猶太
judía	猶太人
judía	猶太教
escritas	撰寫
escritas	書寫
amante	情人
amante	愛人
holanda	荷蘭
arroz	大米
arroz	飯
arroz	米飯
arroz	米
dificultad	難度
dificultad	困難
sustituido	取代
hilo	紗
