மற்றும்	en
சோதனைகள்	testen
பயனுள்ள	effectief
பயனுள்ள	effectieve
பயனுள்ள	doeltreffend
பயனுள்ள	bruikbaar
பயனுள்ள	nuttig
தொடங்குகிறது	begint
தொடங்குகிறது	beginnend
சந்திக்கும்	ontmoeten
சந்திக்கும்	ontmoet
அங்கீகாரம்	erkenning
அங்கீகாரம்	herkenning
தானம்	doneren
சமநிலை	evenwicht
சமநிலை	balans
சமநிலை	saldo
திருத்தம்	wijziging
திருத்தம்	amendement
ஆரிய	arische
ஆபத்து	risico
ஆழம்	diepte
ஆழம்	diepgang
ரயில்வே	spoorwegen
ரயில்வே	spoorweg
டென்மார்க்	denemarken
நாணயம்	valuta
நாணயம்	munt
நாணயம்	munteenheid
உயரிய	fantastisch
உயரிய	geweldig
உயரிய	groot
ஓட்டங்கள்	loopt
தேவைகள்	vereisten
தேவைகள்	eisen
ஆழ்ந்த	diep
ஆழ்ந்த	diepe
பலம்	kracht
பலம்	sterkte
விளக்கங்கள்	bijzonderheden
அகலம்	breedte
சமயப்	religieus
சமயப்	religieuze
சமீபத்தில்	recent
சமீபத்தில்	recentelijk
சமீபத்தில்	onlangs
சமீபத்தில்	kortgeleden
செறிவு	concentratie
செறிவு	intensiteit
கேட்க	vraag
கேட்க	horen
கேட்க	hoor
கேப்	cabine
கேப்	kaap
கேப்	taxi
வழக்குகள்	gevallen
விடுமுறை	feestdag
விடுமுறை	vakanties
விடுமுறை	feestdagen
விடுமுறை	vakantie
வாழ்வியல்	leefwijze
வாழ்வியல்	levenswijze
வாழ்வியல்	levensstijl
நிறுவனர்	stichter
நிறுவனர்	oprichter
நிறுவனர்	organisatie
நிறுவனர்	organisator
இழந்த	kwijt
இழந்த	verdwaald
இழந்த	verloren
எழுத்தறிவு	geletterdheid
பிரதம	priemgetal
கிறித்தவம்	christendom
இனப்பெருக்கம்	reproductie
இனப்பெருக்கம்	voortplanten
இனப்பெருக்கம்	ras
இனப்பெருக்கம்	fokken
இனப்பெருக்கம்	voortplanting
இனப்பெருக்கம்	reproduceren
திறமை	vaardigheden
திறமை	talenten
திறமை	talentvolle
திறமை	kunde
திறமை	getalenteerd
திறமை	getalenteerde
திறமை	vaardigheid
திறமை	talentvol
தெரிந்த	gekende
தெரிந்த	bekend
தெரிந்த	gekend
தெரிந்த	bekende
செவ்வாய்	dinsdag
மெட்டல்	metaal
மெட்டல்	metalen
கட்டளை	commando
கட்டளை	opdracht
தீர்மானம்	bepaling
தீர்மானம்	vastberadenheid
தீர்மானம்	resolutie
கணிதவியலாளர்	wiskundige
முஸ்லிம்கள்	moslims
தாவரவியல்	plantkunde
சபையில்	congregatie
தழுவி	omarmen
தழுவி	omhelzen
தழுவி	omhelzing
தழுவி	omhels
குவாண்டம்	kwantum
குவாண்டம்	verbazingwekkend
கணிப்பு	voorspelling
கண்டுபிடிப்பு	vernieuwing
கண்டுபிடிப்பு	innovatie
கண்டுபிடிப்பு	innovaties
கண்டுபிடிப்பு	uitvinding
பெறப்பட்டது	ontvangen
எவரும்	iedereen
எவரும்	iemand
எவரும்	niemand
எவரும்	geen
பாதிக்கும்	beïnvloeden
நோர்வே	noorwegen
புல்	gras
எதிர்மறை	negatieve
எதிர்மறை	negatief
திபெத்திய	tibetaanse
திபெத்திய	tibetaans
பருத்தி	katoen
நாய்	hond
நாய்	hondje
விழிப்புணர்வு	bewustwording
விழிப்புணர்வு	bewustzijn
விழிப்புணர்வு	bekendheid
விபத்தில்	ongelukje
விபத்தில்	ongeval
விபத்தில்	crashen
விபத்தில்	ongeluk
இருப்பு	saldo
இருப்பு	aanwezigheid
இருப்பு	evenwicht
இருப்பு	balans
இருப்பு	voorraad
நிலக்கரி	kool
நிலக்கரி	steenkool
நிலக்கரி	kolen
பதிவுகள்	weergaven
பதிவுகள்	indrukken
இருமுறை	tweemaal
கட்டிட	bouwen
முட்டை	ei
முட்டை	eitje
முட்டை	eieren
பட்டி	menukaart
நட்சத்திர	ster
இருந்தபோதிலும்	niettemin
இருந்தபோதிலும்	desalniettemin
இளவரசர்	prins
மறுபடியும்	nogmaals
மறுபடியும்	alweer
மறுபடியும்	opnieuw
குணம்	attribuut
இறக்குமதி	invoer
இறக்குமதி	importeren
இருக்கிறார்கள்	zijn
தீவிரமாக	serieus
பணத்தை	geld
ஏழை	arm
ஏழை	arme
வெளிப்படுத்தும்	onthult
வெளிப்படுத்தும்	onthullen
வெளிப்படுத்தும்	openbaren
காயம்	letsels
காயம்	letsel
காயம்	blessure
காயம்	gekwetst
காயம்	wond
காயம்	wonde
காயம்	verwonding
காயம்	schade
ஆசை	wens
ஆசை	verlangen
ஆசை	begeerte
ஆசை	wensen
விளம்பரம்	advertentie
விளம்பரம்	adverteren
விளம்பரம்	bevordering
விளம்பரம்	promoten
விளம்பரம்	reclame
விளம்பரம்	promotie
விளம்பரம்	advertenties
மூலிகைகள்	kruiden
நீலம்	blauwe
நீலம்	blauw
அவளை	haar
மாதிரிகள்	monsters
மாதிரிகள்	stalen
வருகிறார்கள்	komen
தொடர்ந்தது	voortgezet
தொடர்ந்தது	vervolg
அமெரிக்கர்கள்	amerikanen
அமெரிக்கர்கள்	amerikaan
கனவு	droom
கனவு	dromen
வானிலை	weer
தேற்றம்	stelling
ஆணை	commando
ஆணை	opdracht
ஆணை	instructie
ஆணை	instructies
அதிகரித்தது	verhoogd
அதிகரித்தது	verhoogde
அதிகரித்தது	toegenomen
தாக்கும்	aanvallen
தாக்கும்	aanval
அன்றாட	dagelijks
அன்றாட	dagelijkse
நிகழ்வில்	gebeurtenis
நிகழ்வில்	evenement
நியமனம்	benoemd
நியமனம்	benoemde
நியமனம்	aangesteld
தொண்டு	liefdadigheidsinstelling
தொண்டு	liefdadigheid
அதிகரிக்கிறது	verbetert
போர்க்	oorlog
பரம்பரை	erfenis
பரம்பரை	erfdeel
நேர்காணல்	sollicitatie
நேர்காணல்	sollicitatiegesprek
நேர்காணல்	interviewen
தயார்	gereed
தயார்	klaar
சிலைகள்	standbeelden
சிலைகள்	afgoden
மிதமான	gematigd
மிதமான	matige
மிதமான	matig
மிதமான	gematigde
எங்கே	waar
வேண்டியது	moeten
வேண்டியது	moet
காட்டினார்	toonde
தினசரி	dagelijks
தினசரி	dagelijkse
தீய	kwaad
தீய	slechtheid
தசை	spieren
தசை	spier
வயலின்	viool
மறுத்து	weigerde
மறுத்து	geweigerd
மறுத்து	weigerden
பன்னிரண்டு	twaalf
வாக்கு	stem
வாக்கு	stemmen
வாக்கு	stemming
ஆவி	spook
ஆவி	geest
பெட்டிகள்	boxen
பெட்டிகள்	dozen
பெட்டிகள்	vakjes
பெட்டிகள்	kisten
மெய்	waar
மெய்	klopt
மெய்	medeklinker
ஹால்	hal
ஹால்	zaal
எச்சரிக்கை	voorzichtigheid
எச்சரிக்கை	signalering
எச்சரிக்கை	waarschuwing
எச்சரிக்கை	alarm
அரங்கு	theater
தங்கப்	goud
விரல்	vinger
பூச்சிகள்	insecten
கலாச்சாரம்	cultuur
இறைவனின்	heer
இறைவனின்	heere
கட்டுப்பாடுகள்	controles
கட்டுப்பாடுகள்	restricties
கட்டுப்பாடுகள்	beperkingen
முற்றுகை	beleg
முற்றுகை	belegering
தகவலை	gegevens
தகவலை	informatie
பன்றி	varken
பன்றி	zwijn
அதிகரிக்க	verhogen
அதிகரிக்க	verhoging
அதிகரிக்க	stijging
அதிகரிக்க	vergroten
அதிகரிக்க	verhoog
ஏற்க	accepteer
ஏற்க	accepteren
ஏற்க	aanvaarden
நேரியல்	lineaire
நேரியல்	lineair
முக்கியமானது	belangrijke
முக்கியமானது	belangrijk
படிப்பு	koers
படிப்பு	bestuderen
படிப்பு	studeren
படிப்பு	studeer
படிப்பு	cursus
படிப்பு	studie
தட்டச்சு	typen
காப்பு	armband
போட்டு	zet
வசனம்	vers
வசனம்	dialoog
கற்கள்	steentjes
கற்கள்	stenen
திறக்கப்பட்டது	ontgrendeld
திறக்கப்பட்டது	geopend
எழுத்துகள்	karakters
எழுத்துகள்	tekens
எழுத்துகள்	personages
ஏவுகணை	raket
நீராவி	stomen
நீராவி	stoom
சம்பந்தப்பட்ட	bezorgd
காய்ச்சல்	koorts
