что	อะไร
предотвратить	ป้องกัน
сервис	บริการ
электронные	อิเล็กทรอนิกส์
сенат	วุฒิสภา
еврейская	ยิว
зон	โซน
арабский	อาหรับ
предков	บรรพบุรุษ
ведущая	นำ
ведущая	ตะกั่ว
пропустил	คิดถึง
пропустил	พลาด
пропустил	ข้าม
австралийский	ออสเตรเลีย
рада	ดีใจ
пишу	เขียน
королей	ราชา
королей	กษัตริย์
полицейский	ตำรวจ
кан	กานต์
кан	คาห์น
кан	คัง
фифа	ฟีฟ่า
атаковать	โจมตี
розыгрыш	หวย
розыгрыш	แจก
дружба	มิตรภาพ
древняя	โบราณ
совершить	ก่อ
ископаемых	ดึกดำบรรพ์
ископаемых	ฟอสซิล
ископаемых	ซากดึกดำบรรพ์
кислорода	ออกซิเจน
мэн	เมน
мэн	เมนส์
астроном	ดาราศาสตร์
экологии	นิเวศวิทยา
простое	ง่าย
простое	ง่ายๆ
тихий	เงียบ
рой	รอย
электроэнергии	ไฟฟ้า
кубы	คิวบา
задняя	หลัง
возражения	คัดค้าน
возражения	ค้าน
старших	อาวุโส
бесплатно	ฟรี
бесплатно	อิสระ
бесплатно	ว่าง
бесплатно	เสรี
стекла	แก้ว
стекла	กระจก
янг	ยาง
янг	หยาง
янг	แหยง
янг	ยัง
янг	แยง
центральное	เซ็นทรัล
эфиопии	เอธิโอเปีย
подробное	ละเอียด
венесуэлы	เวเนซุเอลา
настоящая	จริง
пресса	สื่อ
пресса	กด
гостиница	โรงแรม
развиваться	พัฒนา
хозяин	เจ้าของ
хозяин	อาจารย์
ранг	อันดับ
дополнительное	เสริม
дополнительное	พิเศษ
колония	นิคม
колония	อาณานิคม
обложка	ปก
обложка	ปกปิด
классическая	คลาสสิค
картинки	ภาพ
картинки	รูปภาพ
картинки	แม่ค้า
картинки	รูป
нынешней	ปัจจุบัน
рад	ดีใจ
зубов	ฟัน
дискуссия	อภิปราย
барабаны	กลอง
студент	นักศึกษา
студент	นักเรียน
водорода	ไฮโดรเจน
шотландский	สกอตแลนด์
образы	ภาพ
образы	รูปภาพ
