மற்றும்	et
ஜெர்மன்	grammaire
ஜெர்மன்	allemande
ஜெர்மன்	allemand
முகமது	mahomet
நபர்	personne
ஐந்தாவது	cinquième
வெப்பம்	chauffer
வெப்பம்	thermique
வெப்பம்	chaleur
பெருமை	fiers
பெருமை	orgueilleux
பெருமை	fierté
பெருமை	fier
பெருமை	orgueil
பெருமை	fières
பெருமை	fière
பாடசாலை	ecole
பாடசாலை	école
தங்க	or
தங்க	doré
நாடாளுமன்றம்	parlement
கூட்டம்	foule
கூட்டம்	réunion
கூட்டம்	rassemblement
கூட்டம்	rencontre
கூட்டம்	cueillette
அலை	vague
அலை	vagues
அலை	onde
அலை	ondes
இந்தியன்	indiennes
இந்தியன்	indienne
இந்தியன்	indiens
இந்தியன்	indien
ஆசிரியர்கள்	enseignants
ஆசிரியர்கள்	professeurs
ஆசிரியர்கள்	enseignant
ஆசிரியர்கள்	auteurs
இலண்டன்	londres
பந்து	balle
பந்து	boule
பந்து	ballon
சாதி	castes
ஆறுகள்	rivières
ஆறுகள்	fleuves
வென்றது	gagnés
வென்றது	gagnées
வென்றது	gagné
வென்றது	gagnée
சன்	dim
சன்	soleil
கலிபோர்னியா	californie
கலிபோர்னியா	californienne
தத்துவம்	proverbe
தத்துவம்	principe
தத்துவம்	philosophique
தத்துவம்	philosophie
இரா	lra
அதிகாரிகள்	fonctionnaires
அதிகாரிகள்	officiels
அதிகாரிகள்	officiers
மருந்துகள்	drogues
மருந்துகள்	drogue
சிக்கலான	critique
சிக்கலான	critiques
சாதனை	enregistrer
சாதனை	accomplissement
சாதனை	enregistre
அடுக்கு	calque
அடுக்கு	couche
அடுக்கு	fente
பின்னாளில்	ultérieur
மேரி	myriam
மேரி	marie
சோடியம்	sodique
பல்	dents
பல்	dent
பல்	dentaire
பல்	dentaires
ஓவியங்கள்	peintures
ஓவியங்கள்	tableaux
ஓவியங்கள்	toiles
விரைவாக	rapide
விரைவாக	vite
விரைவாக	rapidement
விரைவாக	rapidité
விரைவாக	rapides
பண்புகள்	attributs
பண்புகள்	propriétés
கலந்த	mixte
கலந்த	mixtes
கலந்த	mélangés
கலந்த	mélangé
பருவம்	saison
பருவம்	saisons
பொருள்கள்	objets
பொருள்கள்	choses
பொருள்கள்	thèmes
அடைந்து	atteints
அடைந்து	atteint
பரப்பு	zone
பரப்பு	région
பரப்பு	domaine
ஆய்வாளர்கள்	analystes
ஏதாவது	quelquechose
வழங்க	fournissent
வழங்க	fournir
ஏற்று	monture
ஏற்று	exporter
ஏற்று	charge
ஏற்று	monter
ஏற்று	exportations
ஏற்று	chargement
ஏற்று	mont
ஏற்று	charger
ஏற்று	exportation
ஹென்றி	henri
சுதந்திரம்	liberté
தலைமையகம்	siège
சர்	monsieur
சர்	messire
முனிவர்	sauge
கட்டிடம்	immeuble
கட்டிடம்	batiment
கட்டிடம்	bâtiment
அணை	barrage
அணை	hors
அணை	digue
நல்லது	positives
நல்லது	positifs
நல்லது	bien
நல்லது	bons
நல்லது	bon
நல்லது	bonnes
நல்லது	positif
நல்லது	bonne
சுற்று	tourner
சுற்று	pivoter
சுற்று	rotation
கருத்தை	commenter
கருத்தை	commente
கருத்தை	commentaire
வேறுபாடுகள்	différences
அழற்சி	colite
அழற்சி	inflammations
அழற்சி	incendiaire
அழற்சி	inflammatoire
அழற்சி	inflammatoires
சேர	adhérer
சேர	rejoindre
சேர	joindre
சேர	rejoignez
தொன்மவியல்	mythologie
மையமாக	moyen
மையமாக	moyennes
மையமாக	milieu
மையமாக	médium
மையமாக	moyenne
ஆஸ்திரேலிய	australiens
ஆஸ்திரேலிய	australien
ஆஸ்திரேலிய	australie
ஆஸ்திரேலிய	australienne
வடிவங்கள்	formes
குருதி	sang
குருதி	sanguin
படைப்புகள்	écrits
படைப்புகள்	créations
படைப்புகள்	écritures
குதிரை	poney
குதிரை	chevaliers
குதிரை	jument
குதிரை	cheval
குதிரை	chevaux
குதிரை	chevalier
குறைந்து	descendre
மத	religieuses
மத	religieuse
மத	religieux
வெளிநாட்டு	étrangère
வெளிநாட்டு	étrangères
வெளிநாட்டு	etranger
வெளிநாட்டு	étranger
சந்திர	lunaire
வண்டி	charrette
வண்டி	automobile
வண்டி	camion
வண்டி	panier
வண்டி	véhicule
வண்டி	chariot
வண்டி	fourgon
வண்டி	camionnette
ஊர்கள்	bourgs
பங்களிப்பு	participé
பங்களிப்பு	cotisations
அணிகள்	équipes
அணிகள்	equipes
பசிபிக்	pacifique
விதிகள்	regles
விதிகள்	règles
விதிகள்	termes
இயல்பு	normale
இயல்பு	normales
இயல்பு	normaux
உப்பு	sel
உப்பு	salé
கொள்கைகள்	politiques
கொள்கைகள்	principe
கொள்கைகள்	principes
அடைய	réaliser
விழுக்காடு	pourcentage
விழுக்காடு	pourcentages
விழுக்காடு	pourcent
வலி	souffrance
வலி	douloureux
வலி	peine
வலி	douloureuse
வலி	douleurs
வலி	douloureuses
வலி	pénible
வலி	douleur
குறைவு	faible
குறைவு	moins
குறைவு	bas
குறைவு	faibles
குறைவு	basses
குறைவு	basse
நடைமுறையில்	quasiment
நடைமுறையில்	pratiquement
நிரல்	programme
பிரேசில்	brésil
வருகை	présence
வருகை	participation
வருகை	visitez
வருகை	assiduité
வருகை	arrive
வருகை	visiter
வருகை	visite
வருகை	fréquentation
மின்னஞ்சல்	courriel
அரிய	rares
அரிய	rareté
அரிய	saignant
பிரிந்து	séparé
பிரிந்து	séparés
பிரிந்து	séparée
பிரிந்து	séparées
தீவிர	grave
தீவிர	sérieux
தீவிர	serieux
தீவிர	sérieuse
தீவிர	graves
கொழுப்பு	gros
கொழுப்பு	grasse
கொழுப்பு	gras
கொழுப்பு	graisse
கொழுப்பு	graisses
குழாய்	tuyau
தனியாக	seuls
தனியாக	seule
தனியாக	seul
யாரும்	personne
தடுப்பு	détention
தடுப்பு	rétention
தற்பொழுது	maintenant
தற்பொழுது	désormais
வீச்சு	gamme
வீச்சு	portée
உயிரினங்கள்	créatures
உயிரினங்கள்	organismes
இறந்தார்	mort
