மற்றும்	そして
குழாய்கள்	パイプ
குழாய்கள்	パイプス
நோயாளிகள்	患者
போராளிகள்	ファイターズ
நிகழ்கிறது	ハプニング
நீக்கி	引き出す
பழங்கால	アンティーク
நேபாளம்	ネパール
இடர்	リスク
ஆடும்	ダンス
ஆடும்	ダンシング
ஆடும்	踊り
ஆடும்	踊る
சூழ்நிலை	シチュエーション
சூழ்நிலை	状況
உறவுகள்	交際
உறவுகள்	リレーション
உறவுகள்	リレーションシップ
உறவுகள்	関係
நிறுத்த	停止
நிறுத்த	ストップ
நிறுவி	インストーラ
நிறுவி	インストーラー
நடுநிலை	ニュートラル
நடுநிலை	中性
கோபம்	怒り
விழுந்து	落下
விழுந்து	落ちる
குழப்பம்	混同
குழப்பம்	混乱
குழப்பம்	混沌
குழப்பம்	紛争
குழப்பம்	競合
குழப்பம்	コンフリクト
குழப்பம்	カオス
குழப்பம்	対立
மூலக்கூறுகள்	分子
துகள்	粒子
தட்டு	トレイ
தட்டு	プレート
திருமதி	ミセス
துல்லியமான	精度
பூச்சி	ペスト
பூச்சி	昆虫
நிலைமை	シチュエーション
நிலைமை	状況
சிறுவர்கள்	男の子
சிறுவர்கள்	キッズ
சிறுவர்கள்	子供
ஒளியியல்	光学
புரதம்	タンパク質
புரதம்	たんぱく質
நாகரிகம்	文明
ஆரம்	半径
பண்ணை	農場
பண்ணை	ファーム
மேற்பரப்பு	曲面
மேற்பரப்பு	表面
சாமுவேல்	サミュエル
பிடித்தது	お気に入り
வீரன்	チャンプ
வீடுகளில்	住宅
கையேடு	マニュアル
கையேடு	手動
கோதுமை	コムギ
கோதுமை	小麦
பதிப்புகள்	エディション
பதிப்புகள்	バージョン
வளர்ச்சியை	発育
வளர்ச்சியை	成長
மரியாதை	敬意
மரியாதை	尊敬
மரியாதை	リスペクト
மரியாதை	尊重
விரிவாக்கம்	延長
விரிவாக்கம்	内線
பீட்டா	ベータ
வழிமுறை	ステップ
வழிமுறை	海峡
வழிமுறை	メソッド
வழிமுறை	チャンネル
வழிமுறை	方法
வழிமுறை	チャネル
கால்நடை	ウシ
ரஷ்யா	ロシア
தேங்காய்	ココナツ
தேங்காய்	ココナッツ
லூயி	ルイ
லூயி	ルイス
தெரியாத	不明
வேண்டுகோள்	請求
வேண்டுகோள்	リクエスト
அபிவிருத்தி	開発
அபிவிருத்தி	発達
இடைக்கால	中世
பாதுகாக்க	保護
பாதுகாக்க	プロテクト
பார்வையாளர்கள்	オーディエンス
பார்வையாளர்கள்	観客
கண்காணிப்பு	監視
கண்காணிப்பு	トラッキング
கண்காணிப்பு	モニタリング
சக்கரம்	ホイール
சக்கரம்	車輪
சக்கரம்	チャクラ
புராண	エピック
புராண	叙事詩
எப்பொழுதும்	いつも
எப்பொழுதும்	常に
சிங்கம்	獅子
சிங்கம்	ライオン
வேல்ஸ்	ウェールズ
புறநகர்	郊外
வழிகள்	方向
வழிகள்	道順
யானைகள்	ゾウ
பாலிவுட்	ボリウッド
உறுதியாக	シュア
ஜாக்	ジャッキ
ஜாக்	ジャック
கண்டம்	大陸
பாதுகாப்பான	安全
பாதுகாப்பான	セーフ
பாதுகாப்பான	金庫
பாதுகாப்பான	セキュア
கட்டம்	グリッド
வாதம்	論証
அவதாரம்	アバター
அவதாரம்	アヴァターラ
தேயிலை	お茶
தேயிலை	紅茶
படைப்பு	創造
படைப்பு	クリエイティブ
படைப்பு	作成
துணி	布地
துணி	繊維
துணி	テキスタイル
துணி	生地
துணி	織物
படப்பிடிப்பு	撮影
படப்பிடிப்பு	射撃
சனி	土曜日
விடை	答え
விடை	答弁
விடை	回答
தேவைகளை	ニーズ
சார்ல்ஸ்	シャルル
எட்வர்ட்	エドワード
பிரீமியர்	プレミア
பிரீமியர்	初演
களஞ்சியம்	サイロ
இடைநிலை	中間
இடைநிலை	中級
கேள்விகள்	質問
நல	福祉
விளையாட்டரங்கம்	スタジアム
எல்லைகள்	限界
எல்லைகள்	リミット
எல்லைகள்	制限
கதிர்வீச்சு	放射
கதிர்வீச்சு	放射線
டோனி	トニー
பனை	パーム
பனை	手のひら
பனை	ヤシ
சூறாவளி	台風
சூறாவளி	サイクロン
சூறாவளி	ハリケーン
நிலங்கள்	土地
பெல்	ベル
நிழல்	シェイド
நிழல்	シャドー
நிழல்	シェーディング
நிழல்	シャドウズ
நிழல்	日陰
நிழல்	シャドウ
நிழல்	シェード
விருத்தி	開発
விருத்தி	発達
இதயம்	心臓
இதயம்	ハート
விமர்சனங்கள்	レビュー
விமர்சனங்கள்	評論
விமர்சனங்கள்	批判
விமர்சனங்கள்	批評
எங்கு	どこ
இணைக்க	コネクト
இணைக்க	接続
திட்டமிடல்	企画
திட்டமிடல்	プランニング
திட்டமிடல்	計画
தொகுத்தல்	編集
வரவேற்பு	歓迎
வரவேற்பு	ようこそ
வரவேற்பு	ウェルカム
வரவேற்பு	受付
வரவேற்பு	レセプション
வரவேற்பு	披露宴
மைக்	マイク
பவர்	パワー
பவர்	権力
தரை	地面
தரை	フロア
தரை	グラウンド
இளவரசி	プリンセス
இளவரசி	王女
டெல்	デル
தொழில்கள்	ジョブ
தொழில்கள்	求人
கணவன்	主人
கணவன்	旦那
கணவன்	ダンナ
தேவன்	ゴッド
வாக்கெடுப்பு	ポーリング
வாக்கெடுப்பு	アンケート
உலோகங்கள்	金属
படுகொலைகள்	虐殺
யுனெஸ்கோ	ユネスコ
சுவை	味見
சுவை	味覚
பீடம்	祭壇
சேரும்	行き先
சேரும்	目的地
சேரும்	ミラノ
சேரும்	宛先
வெளிப்பாடு	表現
வெள்ளம்	洪水
கல்லறை	墓地
கல்லறை	墓所
கல்லறை	墓穴
அத்தியாயம்	エピソード
அத்தியாயம்	チャプター
கல்வெட்டுகள்	碑文
பாட	歌う
மர	木造
மர	木製
மீதமுள்ள	残り
மீதமுள்ள	残額
கோள்கள்	惑星
ஆவணம்	文書
ஆவணம்	ドキュメント
ஆவணம்	ドク
ஆவணம்	書類
